specimen_id,strut_id,profile_samples,profile_relative_mean,profile_relative_min,profile_relative_std,profile_fraction_below_80pct,profile_longest_run_below_80pct,profile_max_absolute_step,profile_minimum_position,ct_defect_score,ct_severity_layer,sequence_semantics,is_true_time_series
0.5-1,13,31,0.8680638299843021,0.800075567050064,0.04494296986765463,0.0,0,0.08251900467332507,0.22133333333333333,0.120141,supported,position_along_strut_not_time,0
0.5-1,14,31,1.0304154702798314,0.9721176859743057,0.06860784303422494,0.0,0,0.09475836258674186,0.88,0.0,supported,position_along_strut_not_time,0
0.5-1,15,31,1.054521722005561,0.9564710151700803,0.04630479389438346,0.0,0,0.03808506509265719,0.24666666666666665,0.0,supported,position_along_strut_not_time,0
0.5-1,16,31,0.9845459409163061,0.9234489635944321,0.030533761307793547,0.0,0,0.043360898026169714,0.24666666666666665,0.025706,supported,position_along_strut_not_time,0
0.5-1,17,31,1.0149270794694685,0.9631770469793126,0.04129528526065698,0.0,0,0.0773828316209546,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,18,31,1.091548657302689,1.0513939040975178,0.02058070444742965,0.0,0,0.026323463930943092,0.272,0.0,supported,position_along_strut_not_time,0
0.5-1,19,31,0.8635776952784133,0.8275786048675289,0.026370417035408298,0.0,0,0.047254789048560064,0.6013333333333333,0.11558,supported,position_along_strut_not_time,0
0.5-1,20,31,0.9831879838669768,0.9266574544160594,0.06663878790315265,0.0,0,0.09152251238391429,0.7026666666666667,0.025763,supported,position_along_strut_not_time,0
0.5-1,21,31,1.0376273589593485,0.9818392064744698,0.03947014981114973,0.0,0,0.05347861156278033,0.7786666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,22,31,0.9849710508732384,0.9470010960388636,0.03385371059038341,0.0,0,0.09978030215388412,0.3733333333333333,0.020203,supported,position_along_strut_not_time,0
0.5-1,23,31,0.8690642222717655,0.8157186137188503,0.061342317833523,0.0,0,0.09035570806500826,0.7786666666666666,0.115634,supported,position_along_strut_not_time,0
0.5-1,24,31,0.9584309743268679,0.9391377209871676,0.01325437941938951,0.0,0,0.024526388724736115,0.348,0.036852,supported,position_along_strut_not_time,0
0.5-1,25,31,0.9613333897664,0.9434658623282588,0.010862517858943594,0.0,0,0.021018847122278528,0.8293333333333334,0.034249,supported,position_along_strut_not_time,0
0.5-1,26,31,0.9477787327191415,0.93011825203876,0.010892873661717638,0.0,0,0.015327155122144442,0.4746666666666667,0.044832,supported,position_along_strut_not_time,0
0.5-1,27,31,0.9667119218698786,0.9497915036437629,0.011789851065783003,0.0,0,0.02613864564694035,0.12,0.029815,supported,position_along_strut_not_time,0
0.5-1,28,31,0.8759546988117509,0.8273754269119498,0.04871207466803263,0.0,0,0.07188833180000298,0.24666666666666665,0.108956,supported,position_along_strut_not_time,0
0.5-1,29,31,0.8721843208974436,0.8330476242679228,0.03521248514339423,0.0,0,0.06551512974114904,0.5253333333333333,0.109568,supported,position_along_strut_not_time,0
0.5-1,30,31,1.0541124400682917,1.0063472715825619,0.048961697798285325,0.0,0,0.09860573274364315,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,31,31,1.0200200252833282,0.9811402041696401,0.030222578830512686,0.0,0,0.06899678670945031,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,32,31,0.9346112476819574,0.875499174485485,0.025936365006450832,0.0,0,0.03173566056200705,0.39866666666666667,0.064918,supported,position_along_strut_not_time,0
0.5-1,33,31,0.8905407162092992,0.8533798532148137,0.02356585055390394,0.0,0,0.029998127933016594,0.348,0.094558,supported,position_along_strut_not_time,0
0.5-1,34,31,1.0738302629625256,1.038363729654859,0.01905973341008344,0.0,0,0.03708893204985997,0.3733333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,35,31,1.0789285226596168,1.0166055645002565,0.024830458779022912,0.0,0,0.034896353813910874,0.39866666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,36,31,1.1308179591074394,1.0944472278070263,0.02752493991116916,0.0,0,0.03056225896488285,0.424,0.0,supported,position_along_strut_not_time,0
0.5-1,37,31,0.9097397490570575,0.8389082231844646,0.05945841144486819,0.0,0,0.04132377574698942,0.22133333333333333,0.087532,supported,position_along_strut_not_time,0
0.5-1,38,31,0.9597603658136457,0.908590490476832,0.06349177543083681,0.0,0,0.08918236956280423,0.39866666666666667,0.043116,supported,position_along_strut_not_time,0
0.5-1,39,31,1.0575661911495604,0.974927123559357,0.04574980152702829,0.0,0,0.0820126640557386,0.728,0.0,supported,position_along_strut_not_time,0
0.5-1,40,31,0.9839837010057212,0.941881381933707,0.030910581533768182,0.0,0,0.03981367041366668,0.3733333333333333,0.021906,supported,position_along_strut_not_time,0
0.5-1,41,31,1.0128894852161718,0.9597278480856418,0.04688853596577083,0.0,0,0.11510454605502596,0.7533333333333333,0.001493,supported,position_along_strut_not_time,0
0.5-1,42,31,1.030653245182005,0.8960320609160757,0.06867174250024947,0.0,0,0.08240891031435493,0.7533333333333333,0.004826,supported,position_along_strut_not_time,0
0.5-1,43,31,0.8740984371822175,0.8387467525934184,0.03633496526579893,0.0,0,0.07893037825960525,0.5506666666666666,0.107101,supported,position_along_strut_not_time,0
0.5-1,44,31,0.9750877481596737,0.930569435037626,0.05249990228457149,0.0,0,0.09613114610165474,0.424,0.029476,supported,position_along_strut_not_time,0
0.5-1,45,31,1.076009087403989,1.0354151490262498,0.051491615650708374,0.0,0,0.07586276731606834,0.272,0.0,supported,position_along_strut_not_time,0
0.5-1,46,31,1.049057791532496,1.0044593292494153,0.027281757329503515,0.0,0,0.08079715362291329,0.17066666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,47,31,0.8907066737241,0.8330216476625727,0.058296251141446716,0.0,0,0.07048644710990992,0.424,0.099497,supported,position_along_strut_not_time,0
0.5-1,48,31,0.9575850388041142,0.9358777993740165,0.008164865227967218,0.0,0,0.016985376670218266,0.576,0.038071,supported,position_along_strut_not_time,0
0.5-1,49,31,0.9699990953213544,0.9442635725852232,0.009404078472813597,0.0,0,0.02129228967135033,0.7026666666666667,0.029238,supported,position_along_strut_not_time,0
0.5-1,50,31,0.957897006234955,0.9430736130685485,0.009404508786052184,0.0,0,0.018225161163406445,0.14533333333333331,0.036245,supported,position_along_strut_not_time,0
0.5-1,51,31,0.9579411495637813,0.927566753471531,0.013865251643616199,0.0,0,0.020009087364335043,0.14533333333333331,0.039782,supported,position_along_strut_not_time,0
0.5-1,52,31,0.8996866959791305,0.8702389110635462,0.037459746544509925,0.0,0,0.061022459387260364,0.424,0.085445,supported,position_along_strut_not_time,0
0.5-1,53,31,0.9142668879579104,0.8745526981079979,0.030575385196270705,0.0,0,0.08095692536804966,0.5253333333333333,0.076428,supported,position_along_strut_not_time,0
0.5-1,54,31,1.0592496036400028,1.0217072190383483,0.043184719053123044,0.0,0,0.07876675882979889,0.728,0.0,supported,position_along_strut_not_time,0
0.5-1,55,31,1.0280038339842894,0.9634093965732172,0.032328519456831906,0.0,0,0.07332388628756292,0.24666666666666665,0.0,supported,position_along_strut_not_time,0
0.5-1,56,31,0.9094245157734528,0.8862015147529368,0.012709310122375727,0.0,0,0.023183485056874842,0.6013333333333333,0.076267,supported,position_along_strut_not_time,0
0.5-1,57,31,0.9104661560389885,0.87923230232393,0.01601444305519015,0.0,0,0.035658171859249466,0.88,0.077384,supported,position_along_strut_not_time,0
0.5-1,58,31,1.0175679120007335,0.8802331134943544,0.05362808862906625,0.0,0,0.10855510673800828,0.29733333333333334,0.015989,supported,position_along_strut_not_time,0
0.5-1,59,31,1.066909655655914,1.0353134291543782,0.01883518666972297,0.0,0,0.02988837669127209,0.576,0.0,supported,position_along_strut_not_time,0
0.5-1,60,31,1.1121541550339433,1.0831086203835398,0.02271762790538704,0.0,0,0.024852478852655402,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,61,31,0.9325122657378716,0.8824449717447754,0.0377290905628126,0.0,0,0.033127384052554665,0.196,0.064452,supported,position_along_strut_not_time,0
0.5-1,62,31,0.969239938338717,0.9283967184167574,0.0563374293047166,0.0,0,0.08829939545296384,0.7533333333333333,0.033264,supported,position_along_strut_not_time,0
0.5-1,63,31,1.031375131078811,0.9817626033587116,0.032586772317418314,0.0,0,0.08443174968511746,0.5,0.0,supported,position_along_strut_not_time,0
0.5-1,64,31,0.9751381504606893,0.9470067025597396,0.023865394394676342,0.0,0,0.021862807312536203,0.22133333333333333,0.025739,supported,position_along_strut_not_time,0
0.5-1,65,31,1.0131440369587694,0.9335001236199784,0.05609318096749566,0.0,0,0.1198689508513815,0.6266666666666666,0.007042,supported,position_along_strut_not_time,0
0.5-1,66,31,1.097284631060839,1.0616994118973857,0.03354976832294569,0.0,0,0.06704037883306713,0.5253333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,67,31,0.8767813808532625,0.8272920598213511,0.03507789649318838,0.0,0,0.05152291868318082,0.29733333333333334,0.108528,supported,position_along_strut_not_time,0
0.5-1,68,31,0.9691615518233605,0.9358655156048223,0.0390210287089378,0.0,0,0.09066210163822297,0.24666666666666665,0.031612,supported,position_along_strut_not_time,0
0.5-1,69,31,1.070059812817685,1.0217816776449073,0.04911421215297032,0.0,0,0.08519855742648974,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,70,31,1.0640397829228616,1.0239847820374328,0.03524697798002624,0.0,0,0.05981302473445793,0.424,0.0,supported,position_along_strut_not_time,0
0.5-1,71,31,0.9366209457399406,0.9060468510391706,0.04492054038645561,0.0,0,0.06841044326314549,0.5253333333333333,0.056617,supported,position_along_strut_not_time,0
0.5-1,72,31,0.9717795715133091,0.9530932939406882,0.009151435061169645,0.0,0,0.01592595979918643,0.7786666666666666,0.026242,supported,position_along_strut_not_time,0
0.5-1,73,31,0.9884126300313366,0.9647794938717718,0.009447494017006586,0.0,0,0.017137261460135167,0.7786666666666666,0.014298,supported,position_along_strut_not_time,0
0.5-1,74,31,0.9720565965754518,0.9514512758023259,0.012414517213929261,0.0,0,0.022139406027882558,0.5506666666666666,0.026459,supported,position_along_strut_not_time,0
0.5-1,75,31,0.9607441041351605,0.9406361280523019,0.009441769990970617,0.0,0,0.019125174540457035,0.6013333333333333,0.035224,supported,position_along_strut_not_time,0
0.5-1,76,31,0.9191504689547476,0.8740283347966809,0.03880555202265164,0.0,0,0.06164136183685265,0.24666666666666665,0.073863,supported,position_along_strut_not_time,0
0.5-1,77,31,0.8970011299601667,0.8675509087541288,0.028058860763452004,0.0,0,0.06126756305996206,0.4493333333333333,0.087562,supported,position_along_strut_not_time,0
0.5-1,78,31,1.0702694372619945,1.030952513206853,0.050486260424940546,0.0,0,0.06446592781949612,0.348,0.0,supported,position_along_strut_not_time,0
0.5-1,79,31,1.0488717064240902,0.9914882208023392,0.03655519640457741,0.0,0,0.05713893278505178,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,80,31,0.8980399928424204,0.8708520789037809,0.01346914289953764,0.0,0,0.024863623150692904,0.652,0.086189,supported,position_along_strut_not_time,0
0.5-1,81,31,0.9022550510384189,0.7713440491693572,0.058327716284729464,0.06451612903225806,2,0.09100220402258297,0.728,0.108162,supported,position_along_strut_not_time,0
0.5-1,82,31,1.0999811588286843,1.0715021251251506,0.01342020275057468,0.0,0,0.029975877513131133,0.4746666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,83,31,1.062710672442012,1.003202735097553,0.025836190062922586,0.0,0,0.033246259996302596,0.5,0.0,supported,position_along_strut_not_time,0
0.5-1,84,31,1.1244370934436763,1.091890095146003,0.020159304899867312,0.0,0,0.029934076946133148,0.6266666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,85,31,0.9887832408403071,0.9531453265162635,0.025547826592594424,0.0,0,0.05163055840088493,0.39866666666666667,0.016678,supported,position_along_strut_not_time,0
0.5-1,86,31,0.9555445251084616,0.9009842065239273,0.059244627509658955,0.0,0,0.11973630778453259,0.8293333333333334,0.047237,supported,position_along_strut_not_time,0
0.5-1,87,31,1.0701834770071719,1.039733531710678,0.03242960446981837,0.0,0,0.06660148028821555,0.3733333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,88,31,0.9403996990418869,0.8939112966841744,0.022729813207740986,0.0,0,0.037254888823568866,0.24666666666666665,0.057364,supported,position_along_strut_not_time,0
0.5-1,89,31,1.0580926770883183,0.9999453157214353,0.050590555447083164,0.0,0,0.07486108079395692,0.8293333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,90,31,1.0986537867157984,0.9327274536131915,0.06812403651310474,0.0,0,0.07396937194729025,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,91,31,0.9000320725938048,0.8745669101733371,0.029258119984296435,0.0,0,0.04921231919471469,0.5,0.0842,supported,position_along_strut_not_time,0
0.5-1,92,31,0.9643026127824875,0.903063651597917,0.04331570803046753,0.0,0,0.1437089603515711,0.8039999999999999,0.041815,supported,position_along_strut_not_time,0
0.5-1,93,31,1.066057406200483,1.0256627964385197,0.04940616073468506,0.0,0,0.07543998659250462,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,94,31,1.0191836611898673,0.979989163291932,0.033212404681258016,0.0,0,0.079761186080328,0.6266666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,95,31,0.9331652820210412,0.901941007470447,0.040439685169412924,0.0,0,0.07201591886067438,0.728,0.059492,supported,position_along_strut_not_time,0
0.5-1,96,31,1.0021019463897283,0.9877597651399235,0.009190804593634857,0.0,0,0.02604270121642227,0.5253333333333333,0.001509,supported,position_along_strut_not_time,0
0.5-1,97,31,1.034279313305568,1.0165040074265441,0.010575420992192296,0.0,0,0.018630304907014672,0.8546666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,98,31,1.0100338526559638,0.9911149555438137,0.010952261036643126,0.0,0,0.017574058343106103,0.424,0.0,supported,position_along_strut_not_time,0
0.5-1,99,31,0.9905284569998567,0.967772023748388,0.012152467786256248,0.0,0,0.019246597646895736,0.196,0.012442,supported,position_along_strut_not_time,0
0.5-1,100,31,0.9275034619294091,0.8661380116928812,0.0339674828880248,0.0,0,0.055761154425602366,0.272,0.071103,supported,position_along_strut_not_time,0
0.5-1,101,31,0.9309649840938662,0.8895470990492365,0.0427391264436895,0.0,0,0.04721949458231123,0.39866666666666667,0.063635,supported,position_along_strut_not_time,0
0.5-1,102,31,1.086699272185411,1.0377580170526994,0.05883549589916756,0.0,0,0.05454285778776957,0.4746666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,103,31,1.0378612713167656,0.9861160957711897,0.038245048721214175,0.0,0,0.058781410259622247,0.6013333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,104,31,0.8743832077418772,0.8444684575076579,0.020836324825426793,0.0,0,0.057429424936792484,0.6266666666666666,0.105508,supported,position_along_strut_not_time,0
0.5-1,105,31,0.9707584616064768,0.9325716028454577,0.021370749331165555,0.0,0,0.03019261784930627,0.652,0.031463,supported,position_along_strut_not_time,0
0.5-1,106,31,1.1200276004703515,1.0678267113113886,0.03358125395246738,0.0,0,0.03361487090577553,0.272,0.0,supported,position_along_strut_not_time,0
0.5-1,107,31,0.982960902420097,0.9347492105227875,0.020272843097548756,0.0,0,0.04047183674217114,0.272,0.024081,supported,position_along_strut_not_time,0
0.5-1,108,31,1.0752884043201616,1.0280270028990952,0.023861852846451235,0.0,0,0.041676479931032295,0.424,0.0,supported,position_along_strut_not_time,0
0.5-1,109,31,1.0130536741728087,0.9632779906032508,0.032074796787707555,0.0,0,0.03380954049696061,0.272,0.000628,supported,position_along_strut_not_time,0
0.5-1,110,31,0.9637674717139468,0.9155714366282539,0.055213386954779876,0.0,0,0.1292422247680749,0.29733333333333334,0.039263,supported,position_along_strut_not_time,0
0.5-1,111,31,1.0871097138495671,1.0309484677859533,0.043777248709310414,0.0,0,0.06014843651921753,0.3733333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,112,31,0.9204803272722144,0.8608578931549318,0.041418624484260966,0.0,0,0.05012864659542404,0.17066666666666666,0.076275,supported,position_along_strut_not_time,0
0.5-1,113,31,1.0377671052200854,0.9771072205120165,0.08130312272062998,0.0,0,0.12162832705821147,0.7786666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,114,31,1.1662544705053144,1.0905524007461456,0.04983059089520517,0.0,0,0.05129275408767997,0.7533333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,115,31,0.8908037548541896,0.8622128702584427,0.027244605474182993,0.0,0,0.060797664472731494,0.8039999999999999,0.092234,supported,position_along_strut_not_time,0
0.5-1,116,31,0.9538239048217363,0.8670203863673843,0.05678782842260373,0.0,0,0.1405955468966873,0.29733333333333334,0.056039,supported,position_along_strut_not_time,0
0.5-1,117,31,1.0457186174857709,0.9604340241219342,0.06489571342040959,0.0,0,0.07872619829518901,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,118,31,1.0350041680082467,0.9798808888993465,0.04181829147656643,0.0,0,0.06942497688356597,0.424,0.0,supported,position_along_strut_not_time,0
0.5-1,119,31,0.9097637020815931,0.8435319175587719,0.0554592617973776,0.0,0,0.06773285398493734,0.4493333333333333,0.086401,supported,position_along_strut_not_time,0
0.5-1,120,31,1.0566615404035944,1.0380721337727634,0.010030892235050645,0.0,0,0.016780997824032307,0.4493333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,121,31,1.0784632804287997,1.0542638463977085,0.012576577876884761,0.0,0,0.015869128496680984,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,122,31,1.0636828886276455,1.0439603236573343,0.010061106117539506,0.0,0,0.022218373982327178,0.576,0.0,supported,position_along_strut_not_time,0
0.5-1,123,31,1.0345120761692272,1.0146284095542195,0.011030303600617178,0.0,0,0.018390386575350748,0.22133333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,124,31,0.9507328974161035,0.8898563470586531,0.03677425415038838,0.0,0,0.0421006477898721,0.29733333333333334,0.052515,supported,position_along_strut_not_time,0
0.5-1,125,31,0.8585640502406013,0.7896519893616633,0.06201147458157164,0.0967741935483871,2,0.055122156565161395,0.4493333333333333,0.127978,watch,position_along_strut_not_time,0
0.5-1,126,31,1.0609223746948888,0.9299170092020935,0.07512623111714006,0.0,0,0.07268301723374004,0.652,0.0,supported,position_along_strut_not_time,0
0.5-1,127,31,1.0574463862658718,0.9918974469123514,0.039771012906922414,0.0,0,0.0830989783996059,0.22133333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,128,31,0.8896802846063426,0.8637220700327574,0.01242918138009145,0.0,0,0.03226964342357708,0.3733333333333333,0.092468,supported,position_along_strut_not_time,0
0.5-1,129,31,1.0522052151123635,1.031011861659841,0.013956658841934286,0.0,0,0.026160990593770084,0.5506666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,130,31,1.13843883974525,1.0723245807053015,0.047012227236243036,0.0,0,0.055377431102596075,0.6266666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,131,31,0.9213118720874651,0.875581262169633,0.02704550962889187,0.0,0,0.03647591991585308,0.29733333333333334,0.072297,supported,position_along_strut_not_time,0
0.5-1,132,31,0.9489014335026544,0.9046624355653389,0.04245965866377726,0.0,0,0.09758553678570903,0.8039999999999999,0.050114,supported,position_along_strut_not_time,0
0.5-1,133,31,1.0619932664642635,1.0281646812180505,0.03697703876928094,0.0,0,0.03691889837176099,0.5,0.0,supported,position_along_strut_not_time,0
0.5-1,134,31,0.9049546445544053,0.839955821327187,0.08489954603210619,0.0,0,0.15965289057446508,0.6773333333333333,0.089937,supported,position_along_strut_not_time,0
0.5-1,135,31,1.0595973298774553,0.9218400184305111,0.08056393157082972,0.0,0,0.12635820251185548,0.728,0.0,supported,position_along_strut_not_time,0
0.5-1,136,31,0.8965171617860015,0.8151050065691235,0.05680567796093155,0.0,0,0.04813644081157509,0.22133333333333333,0.100695,supported,position_along_strut_not_time,0
0.5-1,137,31,1.0003967322657197,0.895055318579671,0.12470033498204154,0.0,0,0.13912337649385997,0.652,0.022856,supported,position_along_strut_not_time,0
0.5-1,138,31,1.240407676061308,1.1673438969852128,0.0579329931761218,0.0,0,0.043311346001218,0.8039999999999999,0.0,supported,position_along_strut_not_time,0
0.5-1,139,31,0.9188302175525266,0.8898040876542408,0.030449680126562614,0.0,0,0.05801878244178316,0.652,0.070262,supported,position_along_strut_not_time,0
0.5-1,140,31,0.9669331804191925,0.8956612106021132,0.09827242523615488,0.0,0,0.1420150373282435,0.652,0.042008,supported,position_along_strut_not_time,0
0.5-1,141,31,1.0501077381542179,0.9275886174908607,0.08901327010957626,0.0,0,0.1403856720336355,0.8293333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,142,31,0.9348595289465746,0.8692784522522534,0.07453286217672173,0.0,0,0.12209934570552039,0.5253333333333333,0.066243,supported,position_along_strut_not_time,0
0.5-1,143,31,0.9368702753152809,0.8972417038280808,0.05271546694589326,0.0,0,0.06332054776856255,0.22133333333333333,0.058547,supported,position_along_strut_not_time,0
0.5-1,144,31,1.1210843256443765,1.105161501427178,0.0072433277948922795,0.0,0,0.018191873507857448,0.4493333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,145,31,1.1535401808154087,1.1367546062495384,0.010193460332812479,0.0,0,0.017611479848787415,0.5253333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,146,31,1.1429352042561696,1.1273246007465842,0.009678800428122823,0.0,0,0.01928028629231049,0.12,0.0,supported,position_along_strut_not_time,0
0.5-1,147,31,1.1029205780689357,1.0850509139543214,0.011653302286811943,0.0,0,0.019962695978006817,0.728,0.0,supported,position_along_strut_not_time,0
0.5-1,148,31,0.961853887737863,0.8934058536209848,0.045644206490501875,0.0,0,0.05836067610220619,0.8293333333333334,0.04541,supported,position_along_strut_not_time,0
0.5-1,149,31,0.9214745997480689,0.8610378051931884,0.04630200545560698,0.0,0,0.06623056703012176,0.29733333333333334,0.075679,supported,position_along_strut_not_time,0
0.5-1,150,31,1.047353209639732,0.9175818017115215,0.0989821399347009,0.0,0,0.10064731832664031,0.14533333333333331,0.0,supported,position_along_strut_not_time,0
0.5-1,151,31,0.9940231017162028,0.92545139457329,0.07403099024278767,0.0,0,0.10401549731615467,0.348,0.019838,supported,position_along_strut_not_time,0
0.5-1,152,31,0.8787738165670271,0.8238823625827669,0.030071626719354316,0.0,0,0.05260500708771587,0.8293333333333334,0.108298,supported,position_along_strut_not_time,0
0.5-1,153,31,1.1486117033488947,1.1200215578773935,0.026561461507796817,0.0,0,0.027295651249823916,0.5506666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,154,31,1.2454346297019232,1.1719922258397335,0.040393338770321384,0.0,0,0.04803651554600408,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
0.5-1,155,31,0.8785364909763421,0.844435552963529,0.022886780168684825,0.0,0,0.059645501080740404,0.4746666666666667,0.103281,supported,position_along_strut_not_time,0
0.5-1,156,31,0.9199031742749371,0.8666135042385422,0.04393293881024449,0.0,0,0.08996668422675991,0.7026666666666667,0.07522,supported,position_along_strut_not_time,0
0.5-1,157,31,1.1391110140032579,1.078278229664401,0.057170187626591984,0.0,0,0.04184849984080574,0.4746666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,158,31,0.948300229837281,0.8635095707031971,0.09926277909580139,0.0,0,0.1605278603203315,0.7786666666666666,0.059997,supported,position_along_strut_not_time,0
0.5-1,159,31,1.0427298330048418,0.9283297634788718,0.13288016960162585,0.0,0,0.12720389089764184,0.14533333333333331,0.0,supported,position_along_strut_not_time,0
0.5-1,160,31,0.9306521691119929,0.819530914987146,0.07339941573904699,0.0,0,0.07688365004134112,0.196,0.08036,supported,position_along_strut_not_time,0
0.5-1,161,31,0.9506925994494108,0.8593206580879639,0.15946051205971704,0.0,0,0.16624512945038972,0.5253333333333333,0.059604,supported,position_along_strut_not_time,0
0.5-1,162,31,1.3209194440805587,1.2464101932737164,0.051709720252728596,0.0,0,0.04473665488522194,0.7026666666666667,0.0,supported,position_along_strut_not_time,0
0.5-1,163,31,0.9079288583373902,0.8140085521041578,0.058263532015212366,0.0,0,0.12155573404338116,0.22133333333333333,0.094573,supported,position_along_strut_not_time,0
0.5-1,164,31,0.9747655479238004,0.9017253481791099,0.11379096060656672,0.0,0,0.1484823263874785,0.6773333333333333,0.036168,supported,position_along_strut_not_time,0
0.5-1,165,31,1.0281868277930395,0.888898908574002,0.13227793397427767,0.0,0,0.10157501084617593,0.6773333333333333,0.007818,supported,position_along_strut_not_time,0
0.5-1,166,31,0.9493825174231093,0.8668978340280394,0.07368600636279912,0.0,0,0.15424891080226677,0.272,0.058596,supported,position_along_strut_not_time,0
0.5-1,167,31,0.9269117027112851,0.8190558288023461,0.09856755305953255,0.0,0,0.07226286910572721,0.12,0.082608,supported,position_along_strut_not_time,0
0.5-1,168,31,1.208942324701239,1.1949589107667373,0.008005595450290566,0.0,0,0.029230783954296236,0.32266666666666666,0.0,supported,position_along_strut_not_time,0
0.5-1,169,31,1.2457201132661706,1.2272420896207938,0.01004813568179186,0.0,0,0.018406531739930898,0.12,0.0,supported,position_along_strut_not_time,0
0.5-1,170,31,1.2587434352476372,1.238215585228016,0.010316937283735617,0.0,0,0.019441888911782224,0.3733333333333333,0.0,supported,position_along_strut_not_time,0
0.5-1,171,31,1.193419686932223,1.167796825318982,0.009488959050504332,0.0,0,0.019899878509816116,0.29733333333333334,0.0,supported,position_along_strut_not_time,0
