sequence_id,pseudo_timestamp,sequence_position,spatial_morton_code,sequence_semantics,is_true_time_series,specimen_id,strut_id,unit_cell_i,unit_cell_j,unit_cell_k,unit_cell_edge_idx,midpoint_x_mm,midpoint_y_mm,midpoint_z_mm,ct_relative_local_intensity,ct_defect_score,ct_support_fraction,ct_longest_gap_fraction,ct_severity_layer,near_boundary_one_cell,angle_to_build_z_deg,mean_endpoint_degree,adtk_iqr_low_anomaly,adtk_quantile_low_anomaly,adtk_persist_negative_anomaly,adtk_detector_votes,adtk_consensus_anomaly
edge_03,2000-01-01T00:12:03,723,3081,spatial_morton_order_not_time,0,0.5-1,18274,3,8,8,3,20.825415,43.188176,38.142689,0.78875,0.172633,0.032258,0.967742,moderate,1,89.921491,5.0,0,1,1,2,1
edge_04,2000-01-01T00:05:30,330,330,spatial_morton_order_not_time,0,0.5-1,8442,6,1,4,4,32.144495,10.971235,22.18377,0.739086,0.219082,0.096774,0.903226,high,0,89.921491,6.0,1,1,1,3,1
edge_04,2000-01-01T00:10:48,648,2048,spatial_morton_order_not_time,0,0.5-1,16146,0,0,8,4,4.579714,6.574317,40.524815,0.859002,0.121282,0.806452,0.129032,supported,1,89.921491,6.0,0,1,1,2,1
edge_04,2000-01-01T00:10:49,649,2049,spatial_morton_order_not_time,0,0.5-1,16174,1,0,8,4,9.167463,6.550989,40.528617,0.843462,0.131107,1.0,0.0,watch,1,89.921491,6.0,0,1,1,2,1
edge_04,2000-01-01T00:11:20,680,2176,spatial_morton_order_not_time,0,0.5-1,17170,0,4,8,4,4.673069,24.925249,40.474047,0.795319,0.186587,0.16129,0.83871,moderate,1,89.921491,6.0,0,1,1,2,1
edge_05,2000-01-01T00:00:06,6,6,spatial_morton_order_not_time,0,0.5-1,2251,0,1,1,5,4.617543,8.779205,8.403934,0.742798,0.213046,0.064516,0.935484,high,1,89.854346,8.0,1,1,1,3,1
edge_06,2000-01-01T00:10:48,648,2048,spatial_morton_order_not_time,0,0.5-1,16152,0,0,8,6,6.861919,4.268786,40.533062,0.844176,0.136569,0.935484,0.064516,watch,1,89.921491,6.0,0,1,1,2,1
edge_06,2000-01-01T00:10:49,649,2049,spatial_morton_order_not_time,0,0.5-1,16180,1,0,8,6,11.449668,4.245458,40.536863,0.853779,0.122133,1.0,0.0,watch,1,89.921491,6.0,0,1,1,2,1
edge_06,2000-01-01T00:10:50,650,2050,spatial_morton_order_not_time,0,0.5-1,16408,0,1,8,6,6.885258,8.856519,40.52037,0.845475,0.13279,0.806452,0.096774,watch,1,89.921491,6.0,0,1,1,2,1
edge_07,2000-01-01T00:06:01,361,361,spatial_morton_order_not_time,0,0.5-1,12281,7,0,6,7,38.995305,6.373931,31.377746,0.827205,0.14846,0.064516,0.935484,watch,1,89.854346,4.0,1,1,0,2,1
edge_12,2000-01-01T00:00:00,0,0,spatial_morton_order_not_time,0,0.5-1,5,0,0,0,12,3.463607,6.475282,2.674591,0.799919,0.192012,0.774194,0.16129,moderate,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:00:02,2,2,spatial_morton_order_not_time,0,0.5-1,225,0,1,0,12,3.486946,11.063015,2.661899,0.806074,0.184023,0.709677,0.225806,moderate,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:00:14,14,14,spatial_morton_order_not_time,0,0.5-1,2289,2,1,1,12,12.658707,11.029069,7.257293,0.714804,0.230269,0.032258,0.967742,high,0,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:00:16,16,16,spatial_morton_order_not_time,0,0.5-1,445,0,2,0,12,3.510285,15.650748,2.649207,0.813093,0.162668,0.645161,0.258065,moderate,1,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:00:18,18,18,spatial_morton_order_not_time,0,0.5-1,665,0,3,0,12,3.533624,20.238481,2.636515,0.81329,0.1773,0.612903,0.387097,moderate,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:02:08,128,128,spatial_morton_order_not_time,0,0.5-1,885,0,4,0,12,3.556963,24.826214,2.623823,0.804587,0.181211,0.548387,0.387097,moderate,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:02:26,146,146,spatial_morton_order_not_time,0,0.5-1,1545,0,7,0,12,3.62698,38.589413,2.585746,0.834132,0.144857,0.709677,0.193548,watch,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:02:55,175,175,spatial_morton_order_not_time,0,0.5-1,7225,3,5,3,12,17.332338,29.382095,16.385908,0.671237,0.26984,0.096774,0.903226,high,0,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:06:17,377,377,spatial_morton_order_not_time,0,0.5-1,12709,7,2,6,12,35.602106,15.563716,30.202563,0.793398,0.175795,0.096774,0.903226,moderate,0,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:07:15,435,435,spatial_morton_order_not_time,0,0.5-1,13665,1,7,6,12,8.192306,38.642351,30.116293,0.655565,0.272595,0.0,1.0,high,0,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:07:59,479,479,spatial_morton_order_not_time,0,0.5-1,11793,7,7,5,12,35.722537,38.48967,25.551312,0.791033,0.172749,0.0,1.0,moderate,0,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:08:10,490,490,spatial_morton_order_not_time,0,0.5-1,13345,6,5,6,12,31.084373,29.350243,30.160685,0.755019,0.208086,0.096774,0.903226,high,0,44.841513,5.0,1,1,1,3,1
edge_12,2000-01-01T00:10:58,658,2066,spatial_morton_order_not_time,0,0.5-1,16905,0,3,8,12,3.503727,20.34017,39.338841,0.824644,0.145874,0.096774,0.612903,watch,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:11:22,682,2178,spatial_morton_order_not_time,0,0.5-1,17417,0,5,8,12,3.550405,29.515636,39.313457,0.812835,0.156069,0.0,1.0,watch,1,44.841513,5.0,1,1,0,2,1
edge_12,2000-01-01T00:12:02,722,3080,spatial_morton_order_not_time,0,0.5-1,18249,2,8,8,12,12.79592,43.232178,39.282984,0.827467,0.157152,0.16129,0.83871,watch,1,44.841513,5.5,1,1,1,3,1
edge_13,2000-01-01T00:00:16,16,16,spatial_morton_order_not_time,0,0.5-1,444,0,2,0,13,3.498616,13.356881,2.655553,0.798706,0.165148,0.419355,0.451613,moderate,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:00:18,18,18,spatial_morton_order_not_time,0,0.5-1,664,0,3,0,13,3.521955,17.944614,2.642861,0.785263,0.176714,0.193548,0.645161,moderate,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:02:08,128,128,spatial_morton_order_not_time,0,0.5-1,884,0,4,0,13,3.545294,22.532347,2.630169,0.761483,0.192931,0.0,1.0,moderate,1,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:02:10,130,130,spatial_morton_order_not_time,0,0.5-1,1104,0,5,0,13,3.568632,27.12008,2.617477,0.739897,0.212244,0.0,1.0,high,1,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:02:24,144,144,spatial_morton_order_not_time,0,0.5-1,1324,0,6,0,13,3.591971,31.707813,2.604785,0.737289,0.212695,0.0,1.0,high,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:02:26,146,146,spatial_morton_order_not_time,0,0.5-1,1544,0,7,0,13,3.61531,36.295546,2.592093,0.720124,0.225626,0.0,1.0,high,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:02:46,166,166,spatial_morton_order_not_time,0,0.5-1,7152,0,5,3,13,3.557421,27.158214,16.380849,0.798898,0.167869,0.0,1.0,moderate,1,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:03:08,188,188,spatial_morton_order_not_time,0,0.5-1,7420,2,6,3,13,12.756258,31.69929,16.37576,0.671037,0.264735,0.032258,0.967742,high,0,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:05:20,320,320,spatial_morton_order_not_time,0,0.5-1,8164,4,0,4,13,21.787986,4.138946,21.047306,0.67272,0.27516,0.129032,0.870968,critical,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:06:03,363,363,spatial_morton_order_not_time,0,0.5-1,12488,7,1,6,13,35.567097,8.682116,30.221601,0.799184,0.176514,0.16129,0.83871,moderate,0,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:09:36,576,1024,spatial_morton_order_not_time,0,0.5-1,1764,0,8,0,13,3.638649,40.883279,2.5794,0.711457,0.239615,0.0,1.0,high,1,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:09:46,586,1060,spatial_morton_order_not_time,0,0.5-1,7812,0,8,3,13,3.627438,40.921413,16.342773,0.800375,0.168905,0.096774,0.903226,moderate,1,45.158527,5.5,1,1,0,2,1
edge_13,2000-01-01T00:10:17,617,1313,spatial_morton_order_not_time,0,0.5-1,13888,1,8,6,13,8.203976,40.936218,30.109947,0.661902,0.270854,0.032258,0.967742,high,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:10:27,627,1349,spatial_morton_order_not_time,0,0.5-1,11984,5,8,5,13,26.558709,40.830193,25.537363,0.715481,0.23174,0.064516,0.935484,high,1,45.158527,5.5,1,1,1,3,1
edge_13,2000-01-01T00:10:31,631,1357,spatial_morton_order_not_time,0,0.5-1,12040,7,8,5,13,35.734207,40.783536,25.544966,0.799447,0.169099,0.032258,0.967742,moderate,1,45.158527,5.5,1,1,0,2,1
edge_14,2000-01-01T00:10:17,617,1313,spatial_morton_order_not_time,0,0.5-1,13892,1,8,6,14,9.345078,39.783452,30.11407,0.658184,0.272667,0.0,1.0,critical,0,44.952741,5.5,1,1,1,3,1
edge_14,2000-01-01T00:11:16,676,2136,spatial_morton_order_not_time,0,0.5-1,16820,6,2,8,14,32.136316,12.165835,39.384812,0.771994,0.188441,0.096774,0.903226,moderate,1,44.952741,5.5,1,1,1,3,1
edge_15,2000-01-01T00:02:08,128,128,spatial_morton_order_not_time,0,0.5-1,889,0,4,0,15,6.980271,21.367918,2.636193,0.839354,0.141963,0.903226,0.064516,watch,1,45.047697,5.0,0,1,1,2,1
edge_15,2000-01-01T00:02:09,129,129,spatial_morton_order_not_time,0,0.5-1,913,1,4,0,15,11.56802,21.344589,2.639995,0.86417,0.126974,1.0,0.0,watch,1,45.047697,5.0,0,1,1,2,1
edge_15,2000-01-01T00:02:10,130,130,spatial_morton_order_not_time,0,0.5-1,1109,0,5,0,15,7.003609,25.955651,2.623501,0.835937,0.145569,0.806452,0.096774,watch,1,45.047697,5.0,0,1,1,2,1
edge_15,2000-01-01T00:10:16,616,1312,spatial_morton_order_not_time,0,0.5-1,13865,0,8,6,15,7.051204,39.795117,30.112169,0.676644,0.259643,0.032258,0.967742,high,1,45.047697,5.0,1,1,1,3,1
edge_15,2000-01-01T00:10:30,630,1356,spatial_morton_order_not_time,0,0.5-1,12017,6,8,5,15,34.581435,39.642435,25.547189,0.753484,0.200737,0.0,1.0,high,0,45.047697,5.0,1,1,1,3,1
edge_20,2000-01-01T00:02:08,128,128,spatial_morton_order_not_time,0,0.5-1,893,0,4,0,20,4.698065,23.673448,2.627946,0.821927,0.155853,0.483871,0.516129,watch,1,45.047697,8.0,0,1,1,2,1
edge_20,2000-01-01T00:02:10,130,130,spatial_morton_order_not_time,0,0.5-1,1113,0,5,0,20,4.721404,28.261181,2.615254,0.810319,0.164355,0.322581,0.677419,moderate,1,45.047697,8.0,0,1,1,2,1
edge_20,2000-01-01T00:05:17,317,317,spatial_morton_order_not_time,0,0.5-1,14637,3,2,7,20,18.388475,14.516975,34.77927,0.647812,0.281217,0.032258,0.967742,critical,0,45.047697,8.0,1,1,1,3,1
edge_20,2000-01-01T00:07:05,425,425,spatial_morton_order_not_time,0,0.5-1,13061,3,4,6,20,18.43889,23.67973,30.166096,0.652077,0.278973,0.032258,0.967742,critical,0,45.047697,8.0,1,1,1,3,1
edge_20,2000-01-01T00:07:30,450,450,spatial_morton_order_not_time,0,0.5-1,9273,4,5,4,20,23.057452,28.218712,20.981624,0.677983,0.26205,0.064516,0.935484,high,0,45.047697,8.0,1,1,1,3,1
edge_20,2000-01-01T00:09:36,576,1024,spatial_morton_order_not_time,0,0.5-1,1777,0,8,0,20,4.791421,42.02438,2.577178,0.745999,0.2139,0.129032,0.870968,high,1,45.047697,8.0,1,1,1,3,1
edge_20,2000-01-01T00:09:37,577,1025,spatial_morton_order_not_time,0,0.5-1,1805,1,8,0,20,9.37917,42.001052,2.58098,0.741314,0.21407,0.096774,0.903226,high,1,45.047697,8.0,1,1,1,3,1
edge_21,2000-01-01T00:00:02,2,2,spatial_morton_order_not_time,0,0.5-1,239,0,1,0,21,5.769151,8.757484,2.670146,0.846585,0.132856,1.0,0.0,watch,1,44.841513,8.0,1,1,0,2,1
edge_21,2000-01-01T00:00:03,3,3,spatial_morton_order_not_time,0,0.5-1,263,1,1,0,21,10.3569,8.734156,2.673947,0.848529,0.128871,1.0,0.0,watch,1,44.841513,8.0,1,1,0,2,1
edge_21,2000-01-01T00:00:14,14,14,spatial_morton_order_not_time,0,0.5-1,2303,2,1,1,21,14.940912,8.723538,7.26554,0.715696,0.230919,0.032258,0.967742,high,0,44.841513,8.0,1,1,1,3,1
edge_21,2000-01-01T00:02:40,160,160,spatial_morton_order_not_time,0,0.5-1,4931,0,4,2,21,5.831694,22.546105,11.807651,0.726155,0.227057,0.096774,0.903226,high,1,44.841513,8.0,1,1,1,3,1
edge_21,2000-01-01T00:02:51,171,171,spatial_morton_order_not_time,0,0.5-1,5223,3,5,2,21,19.61828,27.063853,11.806364,0.710834,0.2369,0.064516,0.935484,high,0,44.841513,8.0,1,1,1,3,1
edge_21,2000-01-01T00:07:31,451,451,spatial_morton_order_not_time,0,0.5-1,9303,5,5,4,21,28.786304,27.042619,20.989549,0.724027,0.231457,0.096774,0.903226,high,0,44.841513,8.0,1,1,1,3,1
edge_21,2000-01-01T00:11:48,708,2264,spatial_morton_order_not_time,0,0.5-1,17855,6,6,8,21,33.382443,31.657868,39.331822,0.789471,0.178229,0.096774,0.903226,moderate,1,44.841513,8.0,1,1,1,3,1
edge_22,2000-01-01T00:04:35,275,275,spatial_morton_order_not_time,0,0.5-1,8764,1,3,4,22,11.541402,19.101568,20.997504,0.647523,0.283396,0.032258,0.967742,critical,0,44.952741,6.0,1,1,1,3,1
edge_22,2000-01-01T00:06:05,365,365,spatial_morton_order_not_time,0,0.5-1,14296,7,0,7,22,38.986668,5.236532,34.821762,0.815461,0.15252,0.064516,0.935484,watch,1,44.952741,6.0,1,1,0,2,1
edge_22,2000-01-01T00:12:00,720,3072,spatial_morton_order_not_time,0,0.5-1,18200,0,8,8,22,7.055399,42.114406,39.281405,0.688425,0.253689,0.032258,0.967742,high,1,44.952741,6.0,1,1,1,3,1
edge_23,2000-01-01T00:00:18,18,18,spatial_morton_order_not_time,0,0.5-1,683,0,3,0,23,5.827499,20.226816,2.638415,0.837486,0.145586,0.870968,0.129032,watch,1,45.158527,6.0,0,1,1,2,1
edge_23,2000-01-01T00:00:48,48,48,spatial_morton_order_not_time,0,0.5-1,4495,0,2,2,23,5.796686,15.664506,11.826689,0.721206,0.229089,0.096774,0.903226,high,1,45.158527,6.0,1,1,1,3,1
edge_23,2000-01-01T00:02:10,130,130,spatial_morton_order_not_time,0,0.5-1,1123,0,5,0,23,5.874176,29.402282,2.613031,0.813543,0.16361,0.322581,0.677419,moderate,1,45.158527,6.0,1,1,0,2,1
edge_23,2000-01-01T00:02:24,144,144,spatial_morton_order_not_time,0,0.5-1,1343,0,6,0,23,5.897515,33.990015,2.600339,0.822343,0.153418,0.677419,0.129032,watch,1,45.158527,6.0,0,1,1,2,1
edge_23,2000-01-01T00:02:26,146,146,spatial_morton_order_not_time,0,0.5-1,1563,0,7,0,23,5.920854,38.577748,2.587647,0.80637,0.166394,0.225806,0.774194,moderate,1,45.158527,6.0,1,1,0,2,1
edge_23,2000-01-01T00:11:03,663,2075,spatial_morton_order_not_time,0,0.5-1,17007,3,3,8,23,19.560849,20.258521,39.352147,0.659773,0.275699,0.064516,0.935484,critical,1,45.158527,6.0,1,1,1,3,1
edge_24,2000-01-01T00:00:58,58,58,spatial_morton_order_not_time,0,0.5-1,4752,2,3,2,24,13.840882,19.070836,14.117718,0.671597,0.266851,0.064516,0.935484,high,0,44.952741,6.0,1,1,1,3,1
edge_24,2000-01-01T00:06:59,419,419,spatial_morton_order_not_time,0,0.5-1,13232,1,5,6,24,9.284862,28.320476,32.439696,0.669894,0.26749,0.032258,0.967742,high,0,44.952741,6.0,1,1,1,3,1
edge_24,2000-01-01T00:07:13,433,433,spatial_morton_order_not_time,0,0.5-1,13452,1,6,6,24,9.308201,32.908209,32.427004,0.674703,0.266135,0.064516,0.935484,high,0,44.952741,6.0,1,1,1,3,1
edge_24,2000-01-01T00:07:26,446,446,spatial_morton_order_not_time,0,0.5-1,15712,2,7,7,24,13.915552,37.485324,37.005904,0.666483,0.268258,0.0,1.0,high,0,44.952741,6.0,1,1,1,3,1
edge_24,2000-01-01T00:07:46,466,466,spatial_morton_order_not_time,0,0.5-1,9712,4,7,4,24,23.102261,37.400534,23.250135,0.789086,0.197476,0.354839,0.645161,moderate,0,44.952741,6.0,0,1,1,2,1
edge_24,2000-01-01T00:11:20,680,2176,spatial_morton_order_not_time,0,0.5-1,17168,0,4,8,24,4.6663,23.781494,41.624167,0.85231,0.138271,0.451613,0.548387,watch,1,44.952741,8.0,0,1,1,2,1
edge_25,2000-01-01T00:00:40,40,40,spatial_morton_order_not_time,0,0.5-1,4101,2,0,2,25,14.911968,4.154872,14.159918,0.646775,0.284292,0.032258,0.967742,critical,1,45.158527,6.0,1,1,1,3,1
edge_25,2000-01-01T00:00:45,45,45,spatial_morton_order_not_time,0,0.5-1,6141,3,0,3,25,19.49598,4.144255,18.75151,0.720323,0.252883,0.354839,0.645161,high,1,45.158527,6.0,1,1,1,3,1
edge_25,2000-01-01T00:02:24,144,144,spatial_morton_order_not_time,0,0.5-1,1341,0,6,0,25,5.883977,31.702505,4.900581,0.87201,0.112645,0.129032,0.870968,supported,1,45.158527,6.0,0,1,1,2,1
edge_25,2000-01-01T00:07:38,458,458,spatial_morton_order_not_time,0,0.5-1,9329,6,5,4,25,33.372184,27.025646,23.287246,0.771799,0.190617,0.096774,0.903226,moderate,0,45.158527,6.0,1,1,1,3,1
edge_26,2000-01-01T00:01:49,109,109,spatial_morton_order_not_time,0,0.5-1,6234,7,0,3,26,38.999748,5.192042,18.764494,0.854895,0.132997,0.129032,0.870968,watch,1,45.047697,4.0,0,1,1,2,1
edge_26,2000-01-01T00:02:16,136,136,spatial_morton_order_not_time,0,0.5-1,946,2,4,0,26,16.165569,23.621483,4.931346,0.758774,0.201674,0.064516,0.935484,high,1,45.047697,4.0,1,1,0,2,1
edge_27,2000-01-01T00:01:40,100,100,spatial_morton_order_not_time,0,0.5-1,6166,4,0,3,27,24.095398,6.414793,18.748966,0.721505,0.24476,0.258065,0.741935,high,1,44.841513,4.0,1,1,1,3,1
edge_27,2000-01-01T00:04:06,246,246,spatial_morton_order_not_time,0,0.5-1,7706,4,7,3,27,24.25877,38.528924,18.660122,0.722264,0.232225,0.096774,0.903226,high,0,44.841513,4.0,1,1,1,3,1
edge_27,2000-01-01T00:06:01,361,361,spatial_morton_order_not_time,0,0.5-1,12286,7,0,6,27,37.847434,6.382941,32.523743,0.792984,0.174203,0.096774,0.903226,moderate,1,44.841513,4.0,1,1,1,3,1
edge_27,2000-01-01T00:09:06,546,772,spatial_morton_order_not_time,0,0.5-1,10298,8,0,5,27,42.43892,6.346902,27.939754,0.852723,0.125388,0.064516,0.935484,watch,1,44.841513,4.0,1,1,1,3,1
edge_28,2000-01-01T00:02:12,132,132,spatial_morton_order_not_time,0,0.5-1,2902,0,4,1,28,3.551357,24.84528,9.505509,0.815788,0.149289,0.0,1.0,watch,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:02:14,134,134,spatial_morton_order_not_time,0,0.5-1,3122,0,5,1,28,3.574696,29.433013,9.492817,0.799636,0.163972,0.0,1.0,moderate,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:02:28,148,148,spatial_morton_order_not_time,0,0.5-1,3342,0,6,1,28,3.598035,34.020746,9.480125,0.810513,0.152146,0.0,1.0,watch,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:02:30,150,150,spatial_morton_order_not_time,0,0.5-1,3562,0,7,1,28,3.621374,38.608479,9.467433,0.801359,0.162006,0.0,1.0,moderate,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:02:42,162,162,spatial_morton_order_not_time,0,0.5-1,5138,0,5,2,28,3.570959,29.445725,14.080607,0.798687,0.173499,0.193548,0.806452,moderate,1,45.158527,4.5,1,1,1,3,1
edge_28,2000-01-01T00:02:46,166,166,spatial_morton_order_not_time,0,0.5-1,7154,0,5,3,28,3.567222,29.458436,18.668398,0.782541,0.177669,0.0,1.0,moderate,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:02:56,176,176,spatial_morton_order_not_time,0,0.5-1,5358,0,6,2,28,3.594298,34.033458,14.067915,0.813694,0.158928,0.0,1.0,moderate,1,45.158527,4.5,1,1,1,3,1
edge_28,2000-01-01T00:02:58,178,178,spatial_morton_order_not_time,0,0.5-1,5578,0,7,2,28,3.617637,38.621191,14.055223,0.784716,0.177228,0.0,1.0,moderate,1,45.158527,4.5,1,1,1,3,1
edge_28,2000-01-01T00:03:00,180,180,spatial_morton_order_not_time,0,0.5-1,7374,0,6,3,28,3.590561,34.046169,18.655706,0.815598,0.159521,0.16129,0.709677,moderate,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:03:02,182,182,spatial_morton_order_not_time,0,0.5-1,7594,0,7,3,28,3.6139,38.633902,18.643014,0.810246,0.166636,0.0,1.0,moderate,1,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:06:47,407,407,spatial_morton_order_not_time,0,0.5-1,11650,1,7,5,28,8.194175,38.635996,27.822397,0.659536,0.271919,0.0,1.0,high,0,45.158527,4.5,1,1,1,3,1
edge_28,2000-01-01T00:07:55,475,475,spatial_morton_order_not_time,0,0.5-1,9778,7,7,4,28,35.724406,38.483314,23.257417,0.818812,0.152017,0.064516,0.935484,watch,0,45.158527,4.5,1,1,0,2,1
edge_28,2000-01-01T00:08:15,495,495,spatial_morton_order_not_time,0,0.5-1,15386,7,5,7,28,35.666517,29.345982,37.046173,0.812882,0.159801,0.096774,0.903226,moderate,0,45.158527,4.5,1,1,0,2,1
edge_29,2000-01-01T00:00:58,58,58,spatial_morton_order_not_time,0,0.5-1,4747,2,3,2,29,12.68811,17.929735,14.119941,0.673542,0.26658,0.064516,0.935484,high,0,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:01:40,100,100,spatial_morton_order_not_time,0,0.5-1,6151,4,0,3,29,21.789854,4.132591,18.753411,0.809281,0.201115,0.483871,0.516129,high,1,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:04:52,292,292,spatial_morton_order_not_time,0,0.5-1,14119,0,0,7,29,3.42391,4.276749,37.089367,0.66061,0.268653,0.0,1.0,high,1,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:05:10,310,310,spatial_morton_order_not_time,0,0.5-1,14779,0,3,7,29,3.493927,18.039948,37.051291,0.837065,0.138597,0.129032,0.709677,watch,1,44.841513,5.0,1,1,0,2,1
