specimen_id,strut_id,within_specimen_anomaly,within_specimen_anomaly_score,pooled_anomaly,pooled_anomaly_score,two_model_consensus
0.5-1,95,False,-0.1540904159949395,False,-0.1540904159949395,False
0.5-1,96,False,-0.08593337399662726,False,-0.08593337399662726,False
0.5-1,97,False,-0.08863842376860365,False,-0.08863842376860365,False
0.5-1,98,False,-0.0896253111671933,False,-0.0896253111671933,False
0.5-1,99,False,-0.10890312581865985,False,-0.10890312581865985,False
0.5-1,100,False,-0.15629337101451823,False,-0.15629337101451823,False
0.5-1,101,False,-0.1643806727648346,False,-0.1643806727648346,False
0.5-1,102,False,-0.16774493468456902,False,-0.16774493468456902,False
0.5-1,103,False,-0.2043103925248353,False,-0.2043103925248353,False
0.5-1,104,False,-0.1425471762110237,False,-0.1425471762110237,False
0.5-1,105,False,-0.16750383345558656,False,-0.16750383345558656,False
0.5-1,106,False,-0.17750363409571535,False,-0.17750363409571535,False
0.5-1,107,False,-0.155627369604654,False,-0.155627369604654,False
0.5-1,108,False,-0.20390498918987932,False,-0.20390498918987932,False
0.5-1,109,False,-0.10640053138845229,False,-0.10640053138845229,False
0.5-1,110,False,-0.17569657842459852,False,-0.17569657842459852,False
0.5-1,111,False,-0.10280538214502033,False,-0.10280538214502033,False
0.5-1,112,False,-0.1758765920524244,False,-0.1758765920524244,False
0.5-1,113,False,-0.1488067244622447,False,-0.1488067244622447,False
0.5-1,114,False,-0.15379284529909604,False,-0.15379284529909604,False
0.5-1,115,False,-0.1037954090263623,False,-0.1037954090263623,False
0.5-1,116,False,-0.12822493153436498,False,-0.12822493153436498,False
0.5-1,117,False,-0.19277518631594887,False,-0.19277518631594887,False
0.5-1,118,False,-0.1767782114435404,False,-0.1767782114435404,False
0.5-1,119,False,-0.16401830675356016,False,-0.16401830675356016,False
0.5-1,120,False,-0.0912470333323202,False,-0.0912470333323202,False
0.5-1,121,False,-0.10807084341709838,False,-0.10807084341709838,False
0.5-1,122,False,-0.09099551713339715,False,-0.09099551713339715,False
0.5-1,123,False,-0.12097791784146467,False,-0.12097791784146467,False
0.5-1,124,False,-0.1734224196091897,False,-0.1734224196091897,False
0.5-1,125,False,-0.14457906139524734,False,-0.14457906139524734,False
0.5-1,126,False,-0.15337415725862685,False,-0.15337415725862685,False
0.5-1,127,False,-0.20199480906993167,False,-0.20199480906993167,False
0.5-1,128,False,-0.15000164473613026,False,-0.15000164473613026,False
0.5-1,129,False,-0.16477341883913083,False,-0.16477341883913083,False
0.5-1,130,False,-0.17724489427352658,False,-0.17724489427352658,False
0.5-1,131,False,-0.060753785537153826,False,-0.060753785537153826,False
0.5-1,132,False,-0.1786639165280876,False,-0.1786639165280876,False
0.5-1,133,False,-0.10614930948688506,False,-0.10614930948688506,False
0.5-1,134,False,-0.0741156069661647,False,-0.0741156069661647,False
0.5-1,135,False,-0.09157147159979562,False,-0.09157147159979562,False
0.5-1,136,False,-0.16436757036380295,False,-0.16436757036380295,False
0.5-1,137,False,-0.08934851553035505,False,-0.08934851553035505,False
0.5-1,138,False,-0.12549174736571528,False,-0.12549174736571528,False
0.5-1,139,False,-0.11851751633806801,False,-0.11851751633806801,False
0.5-1,140,False,-0.09841936327644152,False,-0.09841936327644152,False
0.5-1,141,False,-0.18138705918375492,False,-0.18138705918375492,False
0.5-1,142,False,-0.08190767385224973,False,-0.08190767385224973,False
0.5-1,143,False,-0.18629633697515718,False,-0.18629633697515718,False
0.5-1,144,False,-0.08914432675152395,False,-0.08914432675152395,False
0.5-1,145,False,-0.09299087825808072,False,-0.09299087825808072,False
0.5-1,146,False,-0.07086177160320695,False,-0.07086177160320695,False
0.5-1,147,False,-0.11336439375759821,False,-0.11336439375759821,False
0.5-1,148,False,-0.19123375605743398,False,-0.19123375605743398,False
0.5-1,149,False,-0.18122985137089792,False,-0.18122985137089792,False
0.5-1,150,False,-0.10687870843014802,False,-0.10687870843014802,False
0.5-1,151,False,-0.18516952995898983,False,-0.18516952995898983,False
0.5-1,152,False,-0.11899717338200183,False,-0.11899717338200183,False
0.5-1,153,False,-0.14470299070081055,False,-0.14470299070081055,False
0.5-1,154,False,-0.1432206344595396,False,-0.1432206344595396,False
0.5-1,155,False,-0.04777255987337248,False,-0.04777255987337248,False
0.5-1,156,False,-0.10447967454726592,False,-0.10447967454726592,False
0.5-1,157,False,-0.10973814415779765,False,-0.10973814415779765,False
0.5-1,158,False,-0.08038685840191717,False,-0.08038685840191717,False
0.5-1,159,False,-0.062202244444372945,False,-0.062202244444372945,False
0.5-1,160,False,-0.11358050706404299,False,-0.11358050706404299,False
0.5-1,161,False,-0.06325041000279474,False,-0.06325041000279474,False
0.5-1,162,False,-0.1054080732786602,False,-0.1054080732786602,False
0.5-1,163,False,-0.07099282917064964,False,-0.07099282917064964,False
0.5-1,164,False,-0.08083000786813599,False,-0.08083000786813599,False
0.5-1,165,False,-0.09794058429993902,False,-0.09794058429993902,False
0.5-1,166,False,-0.06879802380750621,False,-0.06879802380750621,False
0.5-1,167,False,-0.12610768687627222,False,-0.12610768687627222,False
0.5-1,168,False,-0.0733650295700059,False,-0.0733650295700059,False
0.5-1,169,False,-0.07709012092299727,False,-0.07709012092299727,False
0.5-1,170,False,-0.046007508666037644,False,-0.046007508666037644,False
0.5-1,171,False,-0.10101381772199103,False,-0.10101381772199103,False
0.5-1,172,False,-0.1921621755400313,False,-0.1921621755400313,False
0.5-1,173,False,-0.1905207251551721,False,-0.1905207251551721,False
0.5-1,174,False,-0.06881796196123591,False,-0.06881796196123591,False
0.5-1,175,False,-0.10153969694298737,False,-0.10153969694298737,False
0.5-1,176,False,-0.08086113211601509,False,-0.08086113211601509,False
0.5-1,177,False,-0.13212868275357464,False,-0.13212868275357464,False
0.5-1,178,False,-0.03036483657525957,False,-0.03036483657525957,False
0.5-1,179,False,-0.05738837719125078,False,-0.05738837719125078,False
0.5-1,180,False,-0.09008550162387541,False,-0.09008550162387541,False
0.5-1,181,False,-0.08144039862383634,False,-0.08144039862383634,False
0.5-1,182,False,-0.08563272152715518,False,-0.08563272152715518,False
0.5-1,183,False,-0.038452523008783546,False,-0.038452523008783546,False
0.5-1,184,False,-0.08831126779036713,False,-0.08831126779036713,False
0.5-1,185,False,-0.06688182563695055,False,-0.06688182563695055,False
0.5-1,186,False,-0.06160751627307526,False,-0.06160751627307526,False
0.5-1,187,False,-0.044495155034003364,False,-0.044495155034003364,False
0.5-1,188,False,-0.08388313819076143,False,-0.08388313819076143,False
0.5-1,189,False,-0.1163676441763557,False,-0.1163676441763557,False
0.5-1,190,False,-0.08698625591938602,False,-0.08698625591938602,False
0.5-1,191,False,-0.10939094543105699,False,-0.10939094543105699,False
0.5-1,192,False,-0.0696861752598511,False,-0.0696861752598511,False
0.5-1,193,False,-0.08651750857576113,False,-0.08651750857576113,False
0.5-1,194,False,-0.06987277297540329,False,-0.06987277297540329,False
0.5-1,195,False,-0.06566113346157021,False,-0.06566113346157021,False
0.5-1,196,False,-0.0924210027653044,False,-0.0924210027653044,False
0.5-1,197,False,-0.09038795628596541,False,-0.09038795628596541,False
0.5-1,198,False,-0.06995200627446907,False,-0.06995200627446907,False
0.5-1,199,False,-0.11124215229786566,False,-0.11124215229786566,False
0.5-1,200,False,-0.0831259674572602,False,-0.0831259674572602,False
0.5-1,201,False,-0.08722814786036315,False,-0.08722814786036315,False
0.5-1,202,False,-0.06859934070912477,False,-0.06859934070912477,False
0.5-1,203,False,-0.04297546625436277,False,-0.04297546625436277,False
0.5-1,204,False,-0.09311345659324943,False,-0.09311345659324943,False
0.5-1,205,False,-0.1269184920555836,False,-0.1269184920555836,False
0.5-1,206,False,-0.09350198513752839,False,-0.09350198513752839,False
0.5-1,207,False,-0.0761328943412155,False,-0.0761328943412155,False
0.5-1,208,False,-0.07636356847465953,False,-0.07636356847465953,False
0.5-1,209,False,-0.06676902023080256,False,-0.06676902023080256,False
0.5-1,210,False,-0.07884849321574927,False,-0.07884849321574927,False
0.5-1,211,False,-0.03810280464981064,False,-0.03810280464981064,False
0.5-1,212,False,-0.04689403282488913,False,-0.04689403282488913,False
0.5-1,213,False,-0.06514655871040487,False,-0.06514655871040487,False
0.5-1,214,False,-0.07374310025822339,False,-0.07374310025822339,False
0.5-1,215,False,-0.04981069892852574,False,-0.04981069892852574,False
0.5-1,216,False,-0.014787814381616471,False,-0.014787814381616471,False
0.5-1,217,False,-0.11218473082822861,False,-0.11218473082822861,False
0.5-1,218,False,-0.08278335830000705,False,-0.08278335830000705,False
0.5-1,219,False,-0.08536992101256125,False,-0.08536992101256125,False
0.5-1,220,False,-0.14747870776965044,False,-0.14747870776965044,False
0.5-1,221,False,-0.12285276068842116,False,-0.12285276068842116,False
0.5-1,222,False,-0.09524142823210457,False,-0.09524142823210457,False
0.5-1,223,False,-0.14165396773357203,False,-0.14165396773357203,False
0.5-1,224,False,-0.1038715431208137,False,-0.1038715431208137,False
0.5-1,225,False,-0.038880653809793,False,-0.038880653809793,False
0.5-1,226,False,-0.04086959282909186,False,-0.04086959282909186,False
0.5-1,227,False,-0.17805949299441137,False,-0.17805949299441137,False
0.5-1,228,False,-0.20014324831462216,False,-0.20014324831462216,False
0.5-1,229,False,-0.16688203798312412,False,-0.16688203798312412,False
0.5-1,230,False,-0.08265352440273144,False,-0.08265352440273144,False
0.5-1,231,False,-0.15499706688776865,False,-0.15499706688776865,False
0.5-1,232,False,-0.1527474314595284,False,-0.1527474314595284,False
0.5-1,233,False,-0.1231577118493633,False,-0.1231577118493633,False
0.5-1,234,False,-0.16678500188542655,False,-0.16678500188542655,False
0.5-1,235,False,-0.10281809404052622,False,-0.10281809404052622,False
0.5-1,236,False,-0.17241746067765767,False,-0.17241746067765767,False
0.5-1,237,False,-0.14540626542869223,False,-0.14540626542869223,False
0.5-1,238,False,-0.16190447809763725,False,-0.16190447809763725,False
0.5-1,239,False,-0.09085653462800047,False,-0.09085653462800047,False
0.5-1,240,False,-0.17710741863634416,False,-0.17710741863634416,False
0.5-1,241,False,-0.19755665090706154,False,-0.19755665090706154,False
0.5-1,242,False,-0.17116571534955405,False,-0.17116571534955405,False
0.5-1,243,False,-0.164531272665837,False,-0.164531272665837,False
0.5-1,244,False,-0.12358698626215542,False,-0.12358698626215542,False
0.5-1,245,False,-0.12127039935055078,False,-0.12127039935055078,False
0.5-1,246,False,-0.09137025711716473,False,-0.09137025711716473,False
0.5-1,247,False,-0.12472858966813638,False,-0.12472858966813638,False
0.5-1,248,False,-0.1649287256062933,False,-0.1649287256062933,False
0.5-1,249,False,-0.15918925026947128,False,-0.15918925026947128,False
0.5-1,250,False,-0.1660588694781896,False,-0.1660588694781896,False
0.5-1,251,False,-0.20399619150494164,False,-0.20399619150494164,False
0.5-1,252,False,-0.15974250437760568,False,-0.15974250437760568,False
0.5-1,253,False,-0.16468413677839416,False,-0.16468413677839416,False
0.5-1,254,False,-0.20164325864960242,False,-0.20164325864960242,False
0.5-1,255,False,-0.14086651225912972,False,-0.14086651225912972,False
0.5-1,256,False,-0.1679748814527497,False,-0.1679748814527497,False
0.5-1,257,False,-0.11783419367669873,False,-0.11783419367669873,False
0.5-1,258,False,-0.17504327428195543,False,-0.17504327428195543,False
0.5-1,259,False,-0.11306103742074747,False,-0.11306103742074747,False
0.5-1,260,False,-0.14104046780022922,False,-0.14104046780022922,False
0.5-1,261,False,-0.14997368140285544,False,-0.14997368140285544,False
0.5-1,262,False,-0.16538910178022054,False,-0.16538910178022054,False
0.5-1,263,False,-0.08933805342299306,False,-0.08933805342299306,False
0.5-1,264,False,-0.17813507907778703,False,-0.17813507907778703,False
0.5-1,265,False,-0.19949133295167065,False,-0.19949133295167065,False
0.5-1,266,False,-0.1780084296381918,False,-0.1780084296381918,False
0.5-1,267,False,-0.15922758542278992,False,-0.15922758542278992,False
0.5-1,268,False,-0.11072692216282165,False,-0.11072692216282165,False
0.5-1,269,False,-0.11236633702341564,False,-0.11236633702341564,False
0.5-1,270,False,-0.09774406036645567,False,-0.09774406036645567,False
0.5-1,271,False,-0.126429631271749,False,-0.126429631271749,False
0.5-1,272,False,-0.16106675631023815,False,-0.16106675631023815,False
0.5-1,273,False,-0.15510024030673875,False,-0.15510024030673875,False
0.5-1,274,False,-0.17142177273944853,False,-0.17142177273944853,False
0.5-1,275,False,-0.19959900078108345,False,-0.19959900078108345,False
0.5-1,276,False,-0.12966839393135599,False,-0.12966839393135599,False
0.5-1,277,False,-0.16054515391030683,False,-0.16054515391030683,False
0.5-1,278,False,-0.2067757884926128,False,-0.2067757884926128,False
0.5-1,279,False,-0.16219633371791403,False,-0.16219633371791403,False
0.5-1,280,False,-0.18198503236203878,False,-0.18198503236203878,False
0.5-1,281,False,-0.10846771640956354,False,-0.10846771640956354,False
0.5-1,282,False,-0.17627266324506674,False,-0.17627266324506674,False
0.5-1,283,False,-0.12165808783940624,False,-0.12165808783940624,False
0.5-1,284,False,-0.14400560875817398,False,-0.14400560875817398,False
0.5-1,285,False,-0.14300462777101902,False,-0.14300462777101902,False
0.5-1,286,False,-0.1558453637853619,False,-0.1558453637853619,False
0.5-1,287,False,-0.10831418469838472,False,-0.10831418469838472,False
0.5-1,288,False,-0.1730795508478481,False,-0.1730795508478481,False
0.5-1,289,False,-0.19673300936343024,False,-0.19673300936343024,False
0.5-1,290,False,-0.17404513846199698,False,-0.17404513846199698,False
0.5-1,291,False,-0.15656363410370489,False,-0.15656363410370489,False
0.5-1,292,False,-0.10652979765981607,False,-0.10652979765981607,False
0.5-1,293,False,-0.10872488627538435,False,-0.10872488627538435,False
0.5-1,294,False,-0.09509731157908463,False,-0.09509731157908463,False
0.5-1,295,False,-0.11770378823803068,False,-0.11770378823803068,False
0.5-1,296,False,-0.16301239127371403,False,-0.16301239127371403,False
0.5-1,297,False,-0.15764378287259417,False,-0.15764378287259417,False
0.5-1,298,False,-0.1651534030189888,False,-0.1651534030189888,False
0.5-1,299,False,-0.20393370015408852,False,-0.20393370015408852,False
0.5-1,300,False,-0.15843987034720142,False,-0.15843987034720142,False
0.5-1,301,False,-0.15287388330558688,False,-0.15287388330558688,False
0.5-1,302,False,-0.19176904427865188,False,-0.19176904427865188,False
0.5-1,303,False,-0.1749560567308021,False,-0.1749560567308021,False
0.5-1,304,False,-0.19384416730661364,False,-0.19384416730661364,False
0.5-1,305,False,-0.1031178039398496,False,-0.1031178039398496,False
0.5-1,306,False,-0.17686482029810935,False,-0.17686482029810935,False
0.5-1,307,False,-0.11741775825917633,False,-0.11741775825917633,False
0.5-1,308,False,-0.16875345296868538,False,-0.16875345296868538,False
0.5-1,309,False,-0.14538350082816237,False,-0.14538350082816237,False
0.5-1,310,False,-0.15772049095185336,False,-0.15772049095185336,False
0.5-1,311,False,-0.11020097597934214,False,-0.11020097597934214,False
0.5-1,312,False,-0.17498257713144882,False,-0.17498257713144882,False
0.5-1,313,False,-0.1962745961150033,False,-0.1962745961150033,False
0.5-1,314,False,-0.16821716541546206,False,-0.16821716541546206,False
0.5-1,315,False,-0.16348167627492127,False,-0.16348167627492127,False
0.5-1,316,False,-0.11515219007245608,False,-0.11515219007245608,False
0.5-1,317,False,-0.12434677210122308,False,-0.12434677210122308,False
0.5-1,318,False,-0.10780172967953505,False,-0.10780172967953505,False
0.5-1,319,False,-0.12353960301652483,False,-0.12353960301652483,False
0.5-1,320,False,-0.16694159693798827,False,-0.16694159693798827,False
0.5-1,321,False,-0.170668896649595,False,-0.170668896649595,False
0.5-1,322,False,-0.15922844907401157,False,-0.15922844907401157,False
0.5-1,323,False,-0.2034403131481809,False,-0.2034403131481809,False
0.5-1,324,False,-0.17813067004246946,False,-0.17813067004246946,False
0.5-1,325,False,-0.16432756169322826,False,-0.16432756169322826,False
0.5-1,326,False,-0.18396227823041061,False,-0.18396227823041061,False
0.5-1,327,False,-0.11697275698814397,False,-0.11697275698814397,False
0.5-1,328,False,-0.19890896232321859,False,-0.19890896232321859,False
0.5-1,329,False,-0.08079555605747057,False,-0.08079555605747057,False
0.5-1,330,False,-0.17076953090596303,False,-0.17076953090596303,False
0.5-1,331,False,-0.11749006556422537,False,-0.11749006556422537,False
0.5-1,332,False,-0.17621967618874224,False,-0.17621967618874224,False
0.5-1,333,False,-0.143684069815394,False,-0.143684069815394,False
0.5-1,334,False,-0.128641850839595,False,-0.128641850839595,False
0.5-1,335,False,-0.12740257656709097,False,-0.12740257656709097,False
0.5-1,336,False,-0.12651999708406786,False,-0.12651999708406786,False
0.5-1,337,False,-0.19557096145662922,False,-0.19557096145662922,False
0.5-1,338,False,-0.17356904221470043,False,-0.17356904221470043,False
0.5-1,339,False,-0.17665389608083065,False,-0.17665389608083065,False
0.5-1,340,False,-0.1315735202016819,False,-0.1315735202016819,False
0.5-1,341,False,-0.13458997365331038,False,-0.13458997365331038,False
0.5-1,342,False,-0.1094196348626214,False,-0.1094196348626214,False
0.5-1,343,False,-0.1403818924043405,False,-0.1403818924043405,False
0.5-1,344,False,-0.12228256528287923,False,-0.12228256528287923,False
0.5-1,345,False,-0.1709434237066036,False,-0.1709434237066036,False
0.5-1,346,False,-0.15339209936691772,False,-0.15339209936691772,False
0.5-1,347,False,-0.1944583133620817,False,-0.1944583133620817,False
0.5-1,348,False,-0.18478205871440118,False,-0.18478205871440118,False
0.5-1,349,False,-0.1392817392451941,False,-0.1392817392451941,False
0.5-1,350,False,-0.17338781161830602,False,-0.17338781161830602,False
0.5-1,351,False,-0.06814693282850126,False,-0.06814693282850126,False
0.5-1,352,False,-0.09880810089207304,False,-0.09880810089207304,False
0.5-1,353,False,-0.08748306476906587,False,-0.08748306476906587,False
0.5-1,354,False,-0.0656788930404607,False,-0.0656788930404607,False
0.5-1,355,False,-0.06577010176016695,False,-0.06577010176016695,False
0.5-1,356,False,-0.17695420300564735,False,-0.17695420300564735,False
0.5-1,357,False,-0.10212242464567078,False,-0.10212242464567078,False
0.5-1,358,False,-0.11820291314241255,False,-0.11820291314241255,False
0.5-1,359,False,-0.1429136239091155,False,-0.1429136239091155,False
0.5-1,360,False,-0.08091573669662422,False,-0.08091573669662422,False
0.5-1,361,False,-0.19086018653119352,False,-0.19086018653119352,False
0.5-1,362,False,-0.08018300884334095,False,-0.08018300884334095,False
0.5-1,363,False,-0.19681637724473505,False,-0.19681637724473505,False
0.5-1,364,False,-0.13055831519544803,False,-0.13055831519544803,False
0.5-1,365,False,-0.12735328022146775,False,-0.12735328022146775,False
0.5-1,366,False,-0.0889902129458724,False,-0.0889902129458724,False
0.5-1,367,False,-0.13734656590523042,False,-0.13734656590523042,False
0.5-1,368,False,-0.18723980293931697,False,-0.18723980293931697,False
0.5-1,369,False,-0.19131826792797385,False,-0.19131826792797385,False
0.5-1,370,False,-0.14675835332775222,False,-0.14675835332775222,False
0.5-1,371,False,-0.09006151281384,False,-0.09006151281384,False
0.5-1,372,False,-0.10739504521954135,False,-0.10739504521954135,False
0.5-1,373,False,-0.1384881114792214,False,-0.1384881114792214,False
0.5-1,374,False,-0.14156863794650582,False,-0.14156863794650582,False
0.5-1,375,False,-0.05718030968025456,False,-0.05718030968025456,False
0.5-1,376,False,-0.10339778803452382,False,-0.10339778803452382,False
0.5-1,377,False,-0.07696560832493016,False,-0.07696560832493016,False
0.5-1,378,False,-0.08706019386685793,False,-0.08706019386685793,False
0.5-1,379,False,-0.02334125904625961,False,-0.02334125904625961,False
0.5-1,380,False,-0.10237683395993802,False,-0.10237683395993802,False
0.5-1,381,False,-0.06315038747526769,False,-0.06315038747526769,False
0.5-1,382,False,-0.10001082829415076,False,-0.10001082829415076,False
0.5-1,383,False,-0.10708246069675409,False,-0.10708246069675409,False
0.5-1,384,False,-0.0919519769606344,False,-0.0919519769606344,False
0.5-1,385,False,-0.10252142232032468,False,-0.10252142232032468,False
0.5-1,386,False,-0.0714039432452479,False,-0.0714039432452479,False
0.5-1,387,False,-0.18243334887504076,False,-0.18243334887504076,False
0.5-1,388,False,-0.09997802171726544,False,-0.09997802171726544,False
0.5-1,389,False,-0.07287640406684126,False,-0.07287640406684126,False
0.5-1,390,False,-0.05026126375462081,False,-0.05026126375462081,False
0.5-1,391,False,-0.11532410560348594,False,-0.11532410560348594,False
0.5-1,392,False,-0.1167421539319069,False,-0.1167421539319069,False
0.5-1,393,False,-0.10500179431915813,False,-0.10500179431915813,False
0.5-1,394,False,-0.08106015885801043,False,-0.08106015885801043,False
0.5-1,395,False,-0.10833719290278532,False,-0.10833719290278532,False
0.5-1,396,False,-0.08721832398766483,False,-0.08721832398766483,False
0.5-1,397,False,-0.10433928544293958,False,-0.10433928544293958,False
0.5-1,398,False,-0.11221379149325783,False,-0.11221379149325783,False
0.5-1,399,False,-0.05422885008470901,False,-0.05422885008470901,False
0.5-1,400,False,-0.07366385737358794,False,-0.07366385737358794,False
0.5-1,401,False,-0.0661379893772659,False,-0.0661379893772659,False
0.5-1,402,False,-0.08321664880881152,False,-0.08321664880881152,False
0.5-1,403,False,-0.03778930903447775,False,-0.03778930903447775,False
0.5-1,404,False,-0.08255083274545227,False,-0.08255083274545227,False
0.5-1,405,False,-0.04211275375082524,False,-0.04211275375082524,False
0.5-1,406,False,-0.07370488074159376,False,-0.07370488074159376,False
0.5-1,407,False,-0.04785864067917667,False,-0.04785864067917667,False
