sequence_id,pseudo_timestamp,sequence_position,spatial_morton_code,sequence_semantics,is_true_time_series,specimen_id,strut_id,unit_cell_i,unit_cell_j,unit_cell_k,unit_cell_edge_idx,midpoint_x_mm,midpoint_y_mm,midpoint_z_mm,ct_relative_local_intensity,ct_defect_score,ct_support_fraction,ct_longest_gap_fraction,ct_severity_layer,near_boundary_one_cell,angle_to_build_z_deg,mean_endpoint_degree,adtk_iqr_low_anomaly,adtk_quantile_low_anomaly,adtk_persist_negative_anomaly,adtk_detector_votes,adtk_consensus_anomaly
edge_00,2000-01-01T00:00:25,25,25,spatial_morton_order_not_time,0,0.5-1,515,3,2,0,0,18.421404,15.571753,1.514614,0.937932,0.051448,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:26,26,26,spatial_morton_order_not_time,0,0.5-1,711,2,3,0,0,13.856994,20.182814,1.498121,0.929156,0.059142,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:27,27,27,spatial_morton_order_not_time,0,0.5-1,735,3,3,0,0,18.444743,20.159486,1.501922,0.927416,0.059995,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:28,28,28,spatial_morton_order_not_time,0,0.5-1,2507,2,2,1,0,13.829918,15.607792,6.098603,0.933055,0.070525,0.903226,0.096774,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:29,29,29,spatial_morton_order_not_time,0,0.5-1,2531,3,2,1,0,18.417667,15.584464,6.102405,0.913909,0.081772,0.741935,0.16129,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:30,30,30,spatial_morton_order_not_time,0,0.5-1,2727,2,3,1,0,13.853257,20.195525,6.085911,0.930632,0.062794,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:31,31,31,spatial_morton_order_not_time,0,0.5-1,2751,3,3,1,0,18.441006,20.172197,6.089713,0.918038,0.079708,0.903226,0.064516,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:32,32,32,spatial_morton_order_not_time,0,0.5-1,4035,0,0,2,0,4.604005,6.491694,10.704175,1.038984,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:33,33,33,spatial_morton_order_not_time,0,0.5-1,4059,1,0,2,0,9.191754,6.468366,10.707977,0.93782,0.063454,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:34,34,34,spatial_morton_order_not_time,0,0.5-1,4255,0,1,2,0,4.627344,11.079427,10.691483,1.049399,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:35,35,35,spatial_morton_order_not_time,0,0.5-1,4279,1,1,2,0,9.215093,11.056099,10.695285,0.947132,0.055846,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:36,36,36,spatial_morton_order_not_time,0,0.5-1,6051,0,0,3,0,4.600268,6.504405,15.291966,1.012696,0.007105,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:37,37,37,spatial_morton_order_not_time,0,0.5-1,6075,1,0,3,0,9.188017,6.481077,15.295767,0.964243,0.03603,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:38,38,38,spatial_morton_order_not_time,0,0.5-1,6271,0,1,3,0,4.623607,11.092138,15.279274,1.036923,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:39,39,39,spatial_morton_order_not_time,0,0.5-1,6295,1,1,3,0,9.211356,11.06881,15.283075,0.980498,0.021891,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:40,40,40,spatial_morton_order_not_time,0,0.5-1,4083,2,0,2,0,13.779503,6.445037,10.711778,0.924817,0.067267,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:41,41,41,spatial_morton_order_not_time,0,0.5-1,4107,3,0,2,0,18.367252,6.421709,10.71558,0.948978,0.053304,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:42,42,42,spatial_morton_order_not_time,0,0.5-1,4303,2,1,2,0,13.802842,11.03277,10.699086,0.93004,0.062468,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:43,43,43,spatial_morton_order_not_time,0,0.5-1,4327,3,1,2,0,18.390591,11.009442,10.702888,0.942914,0.05233,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:44,44,44,spatial_morton_order_not_time,0,0.5-1,6099,2,0,3,0,13.775766,6.457749,15.299569,0.931113,0.061404,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:45,45,45,spatial_morton_order_not_time,0,0.5-1,6123,3,0,3,0,18.363515,6.43442,15.303371,0.936651,0.059249,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:46,46,46,spatial_morton_order_not_time,0,0.5-1,6319,2,1,3,0,13.799105,11.045482,15.286877,0.940437,0.052944,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:47,47,47,spatial_morton_order_not_time,0,0.5-1,6343,3,1,3,0,18.386854,11.022153,15.290679,0.942327,0.053496,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:48,48,48,spatial_morton_order_not_time,0,0.5-1,4475,0,2,2,0,4.650683,15.66716,10.678791,1.067644,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:49,49,49,spatial_morton_order_not_time,0,0.5-1,4499,1,2,2,0,9.238432,15.643832,10.682593,0.946259,0.053211,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:50,50,50,spatial_morton_order_not_time,0,0.5-1,4695,0,3,2,0,4.674021,20.254893,10.666099,1.045026,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:51,51,51,spatial_morton_order_not_time,0,0.5-1,4719,1,3,2,0,9.26177,20.231565,10.669901,0.935058,0.062801,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:52,52,52,spatial_morton_order_not_time,0,0.5-1,6491,0,2,3,0,4.646946,15.679871,15.266582,1.043448,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:53,53,53,spatial_morton_order_not_time,0,0.5-1,6515,1,2,3,0,9.234695,15.656543,15.270383,0.967783,0.032337,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:54,54,54,spatial_morton_order_not_time,0,0.5-1,6711,0,3,3,0,4.670284,20.267604,15.25389,1.041669,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:55,55,55,spatial_morton_order_not_time,0,0.5-1,6735,1,3,3,0,9.258033,20.244276,15.257691,0.971156,0.034332,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:56,56,56,spatial_morton_order_not_time,0,0.5-1,4523,2,2,2,0,13.826181,15.620503,10.686394,0.920922,0.07259,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:57,57,57,spatial_morton_order_not_time,0,0.5-1,4547,3,2,2,0,18.41393,15.597175,10.690196,0.913593,0.079361,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:58,58,58,spatial_morton_order_not_time,0,0.5-1,4743,2,3,2,0,13.849519,20.208236,10.673702,0.916213,0.074465,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:00:59,59,59,spatial_morton_order_not_time,0,0.5-1,4767,3,3,2,0,18.437268,20.184908,10.677504,0.905493,0.085726,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:00,60,60,spatial_morton_order_not_time,0,0.5-1,6539,2,2,3,0,13.822444,15.633215,15.274185,0.954992,0.041317,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:01,61,61,spatial_morton_order_not_time,0,0.5-1,6563,3,2,3,0,18.410193,15.609886,15.277987,0.955885,0.044756,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:02,62,62,spatial_morton_order_not_time,0,0.5-1,6759,2,3,3,0,13.845782,20.220948,15.261493,0.946631,0.050686,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:03,63,63,spatial_morton_order_not_time,0,0.5-1,6783,3,3,3,0,18.433531,20.197619,15.265295,0.944449,0.052241,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:04,64,64,spatial_morton_order_not_time,0,0.5-1,99,4,0,0,0,22.962475,6.372958,1.5438,0.990528,0.012442,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:05,65,65,spatial_morton_order_not_time,0,0.5-1,123,5,0,0,0,27.550224,6.34963,1.547602,1.034512,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:06,66,66,spatial_morton_order_not_time,0,0.5-1,319,4,1,0,0,22.985814,10.960691,1.531108,0.969333,0.026504,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:07,67,67,spatial_morton_order_not_time,0,0.5-1,343,5,1,0,0,27.573563,10.937363,1.53491,1.010278,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:08,68,68,spatial_morton_order_not_time,0,0.5-1,2115,4,0,1,0,22.958738,6.385669,6.131591,1.037522,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:09,69,69,spatial_morton_order_not_time,0,0.5-1,2139,5,0,1,0,27.546487,6.362341,6.135393,1.029859,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:10,70,70,spatial_morton_order_not_time,0,0.5-1,2335,4,1,1,0,22.982077,10.973402,6.118899,0.938132,0.060427,0.967742,0.032258,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:11,71,71,spatial_morton_order_not_time,0,0.5-1,2359,5,1,1,0,27.569826,10.950074,6.122701,0.810033,0.166772,0.129032,0.870968,moderate,0,89.854346,5.0,0,1,0,1,0
edge_00,2000-01-01T00:01:12,72,72,spatial_morton_order_not_time,0,0.5-1,147,6,0,0,0,32.137973,6.326301,1.551403,1.102921,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:13,73,73,spatial_morton_order_not_time,0,0.5-1,171,7,0,0,0,36.725722,6.302973,1.555205,1.19342,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:14,74,74,spatial_morton_order_not_time,0,0.5-1,367,6,1,0,0,32.161312,10.914034,1.538711,1.080094,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:15,75,75,spatial_morton_order_not_time,0,0.5-1,391,7,1,0,0,36.749061,10.890706,1.542513,1.179579,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:16,76,76,spatial_morton_order_not_time,0,0.5-1,2163,6,0,1,0,32.134236,6.339013,6.139194,1.027199,0.0,0.935484,0.064516,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:17,77,77,spatial_morton_order_not_time,0,0.5-1,2187,7,0,1,0,36.721985,6.315684,6.142996,0.984167,0.034708,0.16129,0.83871,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:18,78,78,spatial_morton_order_not_time,0,0.5-1,2383,6,1,1,0,32.157575,10.926745,6.126502,0.91621,0.088105,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:19,79,79,spatial_morton_order_not_time,0,0.5-1,2407,7,1,1,0,36.745324,10.903417,6.130304,0.967961,0.047462,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:20,80,80,spatial_morton_order_not_time,0,0.5-1,539,4,2,0,0,23.009153,15.548424,1.518416,0.95932,0.034523,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:21,81,81,spatial_morton_order_not_time,0,0.5-1,563,5,2,0,0,27.596902,15.525096,1.522218,1.001628,0.002304,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:22,82,82,spatial_morton_order_not_time,0,0.5-1,759,4,3,0,0,23.032492,20.136157,1.505724,0.949696,0.043038,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:23,83,83,spatial_morton_order_not_time,0,0.5-1,783,5,3,0,0,27.620241,20.112829,1.509526,0.99522,0.006316,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:24,84,84,spatial_morton_order_not_time,0,0.5-1,2555,4,2,1,0,23.005416,15.561135,6.106207,0.948298,0.054032,0.935484,0.064516,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:25,85,85,spatial_morton_order_not_time,0,0.5-1,2579,5,2,1,0,27.593165,15.537807,6.110009,0.905195,0.095279,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:26,86,86,spatial_morton_order_not_time,0,0.5-1,2775,4,3,1,0,23.028755,20.148868,6.093515,0.912079,0.081534,0.483871,0.258065,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:27,87,87,spatial_morton_order_not_time,0,0.5-1,2799,5,3,1,0,27.616504,20.12554,6.097316,0.918846,0.083479,0.225806,0.774194,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:28,88,88,spatial_morton_order_not_time,0,0.5-1,587,6,2,0,0,32.184651,15.501767,1.526019,1.073048,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:29,89,89,spatial_morton_order_not_time,0,0.5-1,611,7,2,0,0,36.7724,15.478439,1.529821,1.187718,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:30,90,90,spatial_morton_order_not_time,0,0.5-1,807,6,3,0,0,32.20799,20.0895,1.513327,1.063631,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:31,91,91,spatial_morton_order_not_time,0,0.5-1,831,7,3,0,0,36.795739,20.066172,1.517129,1.177265,0.0,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:32,92,92,spatial_morton_order_not_time,0,0.5-1,2603,6,2,1,0,32.180914,15.514478,6.11381,0.927394,0.074555,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:33,93,93,spatial_morton_order_not_time,0,0.5-1,2627,7,2,1,0,36.768663,15.49115,6.117612,0.963831,0.050077,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:34,94,94,spatial_morton_order_not_time,0,0.5-1,2823,6,3,1,0,32.204253,20.102211,6.101118,0.929491,0.074613,0.129032,0.870968,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:35,95,95,spatial_morton_order_not_time,0,0.5-1,2847,7,3,1,0,36.792002,20.078883,6.10492,0.97314,0.043721,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:36,96,96,spatial_morton_order_not_time,0,0.5-1,4131,4,0,2,0,22.955001,6.398381,10.719382,0.967861,0.03104,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:37,97,97,spatial_morton_order_not_time,0,0.5-1,4155,5,0,2,0,27.54275,6.375052,10.723183,0.973061,0.036068,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:38,98,98,spatial_morton_order_not_time,0,0.5-1,4351,4,1,2,0,22.97834,10.986114,10.70669,0.916092,0.082509,0.935484,0.064516,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:39,99,99,spatial_morton_order_not_time,0,0.5-1,4375,5,1,2,0,27.566089,10.962785,10.710491,0.886859,0.107722,0.225806,0.612903,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:40,100,100,spatial_morton_order_not_time,0,0.5-1,6147,4,0,3,0,22.951264,6.411092,15.307172,0.966407,0.033964,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:41,101,101,spatial_morton_order_not_time,0,0.5-1,6171,5,0,3,0,27.539013,6.387763,15.310974,0.988881,0.017057,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:42,102,102,spatial_morton_order_not_time,0,0.5-1,6367,4,1,3,0,22.974603,10.998825,15.29448,0.944281,0.055516,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:43,103,103,spatial_morton_order_not_time,0,0.5-1,6391,5,1,3,0,27.562352,10.975496,15.298282,0.941361,0.064824,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:44,104,104,spatial_morton_order_not_time,0,0.5-1,4179,6,0,2,0,32.130499,6.351724,10.726985,0.995167,0.030334,0.83871,0.16129,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:45,105,105,spatial_morton_order_not_time,0,0.5-1,4203,7,0,2,0,36.718248,6.328395,10.730787,0.983253,0.032804,0.16129,0.83871,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:46,106,106,spatial_morton_order_not_time,0,0.5-1,4399,6,1,2,0,32.153838,10.939457,10.714293,0.908961,0.087054,0.129032,0.870968,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:47,107,107,spatial_morton_order_not_time,0,0.5-1,4423,7,1,2,0,36.741587,10.916128,10.718095,0.958234,0.062977,0.129032,0.870968,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:48,108,108,spatial_morton_order_not_time,0,0.5-1,6195,6,0,3,0,32.126762,6.364435,15.314776,0.978427,0.035662,1.0,0.0,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:49,109,109,spatial_morton_order_not_time,0,0.5-1,6219,7,0,3,0,36.714511,6.341106,15.318577,0.966791,0.056455,0.354839,0.645161,supported,1,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:50,110,110,spatial_morton_order_not_time,0,0.5-1,6415,6,1,3,0,32.150101,10.952168,15.302084,0.899225,0.097216,0.16129,0.83871,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:51,111,111,spatial_morton_order_not_time,0,0.5-1,6439,7,1,3,0,36.73785,10.928839,15.305885,0.941146,0.071881,0.129032,0.870968,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:52,112,112,spatial_morton_order_not_time,0,0.5-1,4571,4,2,2,0,23.001679,15.573847,10.693998,0.920813,0.083678,0.870968,0.064516,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:53,113,113,spatial_morton_order_not_time,0,0.5-1,4595,5,2,2,0,27.589428,15.550518,10.697799,0.888958,0.099708,0.193548,0.741935,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:54,114,114,spatial_morton_order_not_time,0,0.5-1,4791,4,3,2,0,23.025017,20.161579,10.681306,0.915879,0.076327,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:55,115,115,spatial_morton_order_not_time,0,0.5-1,4815,5,3,2,0,27.612766,20.138251,10.685107,0.900158,0.101852,0.258065,0.741935,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:56,116,116,spatial_morton_order_not_time,0,0.5-1,6587,4,2,3,0,22.997942,15.586558,15.281788,0.956153,0.049415,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:57,117,117,spatial_morton_order_not_time,0,0.5-1,6611,5,2,3,0,27.585691,15.563229,15.28559,0.936296,0.070687,0.967742,0.032258,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:58,118,118,spatial_morton_order_not_time,0,0.5-1,6807,4,3,3,0,23.02128,20.174291,15.269096,0.953218,0.046591,1.0,0.0,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:01:59,119,119,spatial_morton_order_not_time,0,0.5-1,6831,5,3,3,0,27.609029,20.150962,15.272898,0.929888,0.077567,0.967742,0.032258,supported,0,89.854346,5.0,0,0,0,0,0
edge_00,2000-01-01T00:02:00,120,120,spatial_morton_order_not_time,0,0.5-1,4619,6,2,2,0,32.177177,15.52719,10.701601,0.904614,0.09869,0.129032,0.870968,supported,0,89.854346,5.0,0,0,0,0,0
