specimen_id,strut_id,isolation_forest_anomaly,isolation_forest_anomaly_score,ct_severity_layer
0.5-1,145,False,-0.14519781541587884,supported
0.5-1,146,False,-0.1631469861567182,supported
0.5-1,147,False,-0.1709114927590879,supported
0.5-1,148,False,-0.29906265409880395,supported
0.5-1,149,False,-0.2735100761555403,supported
0.5-1,150,False,-0.2343598878826123,supported
0.5-1,151,False,-0.2895517982182978,supported
0.5-1,152,False,-0.19962982535583412,supported
0.5-1,153,False,-0.26279117922410394,supported
0.5-1,154,False,-0.24277713229016012,supported
0.5-1,155,False,-0.16306262222479861,supported
0.5-1,156,False,-0.21206658137187484,supported
0.5-1,157,False,-0.29111307289443467,supported
0.5-1,158,False,-0.15350167064097286,supported
0.5-1,159,False,-0.16739029903381142,supported
0.5-1,160,False,-0.2033352761537866,supported
0.5-1,161,False,-0.15365726491750298,supported
0.5-1,162,False,-0.1978893341474971,supported
0.5-1,163,False,-0.20175885213439598,supported
0.5-1,164,False,-0.15313227825028364,supported
0.5-1,165,False,-0.1777879163307291,supported
0.5-1,166,False,-0.18384990528679968,supported
0.5-1,167,False,-0.20653313691873987,supported
0.5-1,168,False,-0.13290632475934305,supported
0.5-1,169,False,-0.11339902583217143,supported
0.5-1,170,False,-0.1145980476178955,supported
0.5-1,171,False,-0.13588033548543288,supported
0.5-1,172,False,-0.29436396469098713,supported
0.5-1,173,False,-0.29851527450180654,supported
0.5-1,174,False,-0.2080900652305533,supported
0.5-1,175,False,-0.2123072468120023,supported
0.5-1,176,False,-0.18938627457315,supported
0.5-1,177,False,-0.220692739200181,supported
0.5-1,178,False,-0.09302445596756137,supported
0.5-1,179,False,-0.17501583098199647,supported
0.5-1,180,False,-0.19425076300500282,supported
0.5-1,181,False,-0.23687776430123825,supported
0.5-1,182,False,-0.15171634433563252,supported
0.5-1,183,False,-0.14834492569970614,supported
0.5-1,184,False,-0.19008713158832202,supported
0.5-1,185,False,-0.14718579550229516,supported
0.5-1,186,False,-0.1408968909419206,supported
0.5-1,187,False,-0.18785318192212952,supported
0.5-1,188,False,-0.14087462954079089,supported
0.5-1,189,False,-0.20875796460657248,supported
0.5-1,190,False,-0.21265802327966665,supported
0.5-1,191,False,-0.188954835369804,supported
0.5-1,192,False,-0.10988277621567177,supported
0.5-1,193,False,-0.12045270190235147,supported
0.5-1,194,False,-0.10190176225727465,supported
0.5-1,195,False,-0.08814066498048778,supported
0.5-1,196,False,-0.19891790404190918,supported
0.5-1,197,False,-0.19843505019452728,supported
0.5-1,198,False,-0.17389942973235328,supported
0.5-1,199,False,-0.213008647293087,supported
0.5-1,200,False,-0.15862901094408877,supported
0.5-1,201,False,-0.1626545505949908,supported
0.5-1,202,False,-0.16329661694573594,supported
0.5-1,203,False,-0.1443062903213641,supported
0.5-1,204,False,-0.21302930498860356,supported
0.5-1,205,False,-0.21215572584901043,supported
0.5-1,206,False,-0.14192149660288045,supported
0.5-1,207,False,-0.17466267023576887,supported
0.5-1,208,False,-0.17640110974292822,supported
0.5-1,209,False,-0.1958747357630013,supported
0.5-1,210,False,-0.11894190222241408,supported
0.5-1,211,False,-0.14074352415490243,supported
0.5-1,212,False,-0.20299256175410102,supported
0.5-1,213,False,-0.13738618739247555,supported
0.5-1,214,False,-0.14214414590009095,supported
0.5-1,215,False,-0.19756896641566102,supported
0.5-1,216,False,-0.12150955077078751,supported
0.5-1,217,False,-0.188499406048787,supported
0.5-1,218,False,-0.18975600836083734,supported
0.5-1,219,False,-0.1487259472728426,supported
0.5-1,220,False,-0.23288552180102495,supported
0.5-1,221,False,-0.21661324086742817,supported
0.5-1,222,False,-0.2224551428605246,supported
0.5-1,223,False,-0.22192795286922018,supported
0.5-1,224,False,-0.13033222551396806,watch
0.5-1,225,False,-0.039309739746291705,moderate
0.5-1,226,False,-0.1535743751556321,supported
0.5-1,227,False,-0.29441562947959343,supported
0.5-1,228,False,-0.3148813959674446,supported
0.5-1,229,False,-0.2760612160570814,supported
0.5-1,230,False,-0.19145998919092216,supported
0.5-1,231,False,-0.28713653716252696,supported
0.5-1,232,False,-0.24821588362055264,supported
0.5-1,233,False,-0.2751903472217119,supported
0.5-1,234,False,-0.24794112855976158,supported
0.5-1,235,False,-0.21575359740241995,supported
0.5-1,236,False,-0.31879871688620487,supported
0.5-1,237,False,-0.24943147919453773,supported
0.5-1,238,False,-0.29346866714878717,supported
0.5-1,239,False,-0.1569351068717889,watch
0.5-1,240,False,-0.2673173222225386,supported
0.5-1,241,False,-0.29318532441171397,supported
0.5-1,242,False,-0.2988669469559261,supported
0.5-1,243,False,-0.24649894638678854,supported
0.5-1,244,False,-0.24101233787867293,supported
0.5-1,245,False,-0.22110329433949794,supported
0.5-1,246,False,-0.21600797140183536,supported
0.5-1,247,False,-0.22549664861196145,supported
0.5-1,248,False,-0.25762720134569655,supported
0.5-1,249,False,-0.2408375636565251,supported
0.5-1,250,False,-0.29838794381305583,supported
0.5-1,251,False,-0.3074095067109652,supported
0.5-1,252,False,-0.30206597160303744,supported
0.5-1,253,False,-0.28022499611167795,supported
0.5-1,254,False,-0.30848625674630886,supported
0.5-1,255,False,-0.27421247827930206,supported
0.5-1,256,False,-0.2723061405599187,supported
0.5-1,257,False,-0.28656209046117465,supported
0.5-1,258,False,-0.2696176335158182,supported
0.5-1,259,False,-0.25012689080716993,supported
0.5-1,260,False,-0.3072923422526494,supported
0.5-1,261,False,-0.2580904058328518,supported
0.5-1,262,False,-0.3019289660344944,supported
0.5-1,263,False,-0.2237766557380209,watch
0.5-1,264,False,-0.2678487488445329,supported
0.5-1,265,False,-0.30947087306868837,supported
0.5-1,266,False,-0.30924284252577366,supported
0.5-1,267,False,-0.27687581154438234,supported
0.5-1,268,False,-0.22138142139655342,supported
0.5-1,269,False,-0.2230812000747195,supported
0.5-1,270,False,-0.23421709694157788,supported
0.5-1,271,False,-0.22117523049721016,supported
0.5-1,272,False,-0.28305494180194785,supported
0.5-1,273,False,-0.258367441334639,supported
0.5-1,274,False,-0.30227800110535863,supported
0.5-1,275,False,-0.31032196331174605,supported
0.5-1,276,False,-0.31181243841921086,supported
0.5-1,277,False,-0.2984872236479435,supported
0.5-1,278,False,-0.31346300992445647,supported
0.5-1,279,False,-0.2907804650061429,supported
0.5-1,280,False,-0.2979506470865297,supported
0.5-1,281,False,-0.2969202027926738,supported
0.5-1,282,False,-0.2687980070646436,supported
0.5-1,283,False,-0.2643089107991529,supported
0.5-1,284,False,-0.3190418339365199,supported
0.5-1,285,False,-0.25154920959062427,supported
0.5-1,286,False,-0.29470452670305114,supported
0.5-1,287,False,-0.24268502010935233,supported
0.5-1,288,False,-0.2625638053791408,supported
0.5-1,289,False,-0.3018493683619277,supported
0.5-1,290,False,-0.3056185128063237,supported
0.5-1,291,False,-0.2935558510372387,supported
0.5-1,292,False,-0.21942735509936206,supported
0.5-1,293,False,-0.20950593506129517,supported
0.5-1,294,False,-0.22527437953475904,supported
0.5-1,295,False,-0.20611709758333496,supported
0.5-1,296,False,-0.2863232563562165,supported
0.5-1,297,False,-0.2624438288405228,supported
0.5-1,298,False,-0.29336627972422386,supported
0.5-1,299,False,-0.3154918423941099,supported
0.5-1,300,False,-0.30713381220965374,supported
0.5-1,301,False,-0.28651005376308225,supported
0.5-1,302,False,-0.3041503032219517,supported
0.5-1,303,False,-0.321075808029564,supported
0.5-1,304,False,-0.3046053453976915,supported
0.5-1,305,False,-0.3070696162810741,supported
0.5-1,306,False,-0.2529629301871896,supported
0.5-1,307,False,-0.25902977070599204,supported
0.5-1,308,False,-0.29677498456595774,supported
0.5-1,309,False,-0.24727299456648844,supported
0.5-1,310,False,-0.29655619255339377,supported
0.5-1,311,False,-0.2694474329853375,supported
0.5-1,312,False,-0.272110838016371,supported
0.5-1,313,False,-0.30094329049373336,supported
0.5-1,314,False,-0.2976545514968549,supported
0.5-1,315,False,-0.294515594231751,supported
0.5-1,316,False,-0.22114127795608474,supported
0.5-1,317,False,-0.21032292072807485,supported
0.5-1,318,False,-0.2260064124752143,supported
0.5-1,319,False,-0.22208635694010925,supported
0.5-1,320,False,-0.29785929689920293,supported
0.5-1,321,False,-0.28690791915466357,supported
0.5-1,322,False,-0.2869676885508041,supported
0.5-1,323,False,-0.31618461897860617,supported
0.5-1,324,False,-0.29005621337837895,supported
0.5-1,325,False,-0.2973611165186953,supported
0.5-1,326,False,-0.28762577236645487,supported
0.5-1,327,False,-0.2552432301341196,supported
0.5-1,328,False,-0.3199646798476237,supported
0.5-1,329,False,-0.3053416720183119,supported
0.5-1,330,False,-0.24993062589309756,supported
0.5-1,331,False,-0.25295110922096253,supported
0.5-1,332,False,-0.2717323226974659,supported
0.5-1,333,False,-0.250135457173477,supported
0.5-1,334,False,-0.24392374119784893,supported
0.5-1,335,False,-0.2766816155498029,supported
0.5-1,336,False,-0.20433562374918196,supported
0.5-1,337,False,-0.29642657832725416,supported
0.5-1,338,False,-0.3016671884645415,supported
0.5-1,339,False,-0.2794931082432841,supported
0.5-1,340,False,-0.2174093464845896,supported
0.5-1,341,False,-0.2006381873914242,supported
0.5-1,342,False,-0.21433266614822272,supported
0.5-1,343,False,-0.21101938324728553,supported
0.5-1,344,False,-0.14029355121735887,supported
0.5-1,345,False,-0.25179568443742556,supported
0.5-1,346,False,-0.28079162194862417,supported
0.5-1,347,False,-0.2955811704384861,supported
0.5-1,348,False,-0.27840731137185676,supported
0.5-1,349,False,-0.2836904619764668,supported
0.5-1,350,False,-0.269970209494951,supported
0.5-1,351,False,-0.19671746375534632,supported
0.5-1,352,False,-0.2085743665838372,supported
0.5-1,353,False,-0.28485565594323603,supported
0.5-1,354,False,-0.13803366691625307,supported
0.5-1,355,False,-0.18255775917233552,supported
0.5-1,356,False,-0.24510856493535377,supported
0.5-1,357,False,-0.19575580237807494,supported
0.5-1,358,False,-0.22931411962072767,supported
0.5-1,359,False,-0.2989789443879857,supported
0.5-1,360,False,-0.16160366418720962,supported
0.5-1,361,False,-0.29094524655320503,supported
0.5-1,362,False,-0.20742127998079024,supported
0.5-1,363,False,-0.3001636801309441,supported
0.5-1,364,False,-0.19826862948738566,supported
0.5-1,365,False,-0.16594600120114067,supported
0.5-1,366,False,-0.176330946827834,supported
0.5-1,367,False,-0.1841257106289408,supported
0.5-1,368,False,-0.2655363448085643,supported
0.5-1,369,False,-0.2853894763721465,supported
0.5-1,370,False,-0.2683957564469928,supported
0.5-1,371,False,-0.20492810816971735,supported
0.5-1,372,False,-0.15492068758698907,supported
0.5-1,373,False,-0.25868671917592956,supported
0.5-1,374,False,-0.22395188151317147,supported
0.5-1,375,False,-0.19389324788485135,supported
0.5-1,376,False,-0.20346971029659927,supported
0.5-1,377,False,-0.25468817477699074,supported
0.5-1,378,False,-0.1610546448096688,supported
0.5-1,379,False,-0.11439116490384127,supported
0.5-1,380,False,-0.12408474681670256,supported
0.5-1,381,False,-0.15920009232792565,supported
0.5-1,382,False,-0.18877984644292617,supported
0.5-1,383,False,-0.24069547993995133,supported
0.5-1,384,False,-0.16067635868892893,supported
0.5-1,385,False,-0.18628676335357147,supported
0.5-1,386,False,-0.1951921383883392,supported
0.5-1,387,False,-0.27418515130782173,supported
0.5-1,388,False,-0.1397843621728858,supported
0.5-1,389,False,-0.10453041458453782,supported
0.5-1,390,False,-0.12014252766910649,supported
0.5-1,391,False,-0.14728397154835982,supported
0.5-1,392,False,-0.19433883692445697,supported
0.5-1,393,False,-0.19114295435531364,supported
0.5-1,394,False,-0.21712872923084298,supported
0.5-1,395,False,-0.21578757971671408,supported
0.5-1,396,False,-0.17357501258722863,supported
0.5-1,397,False,-0.1856041439388153,supported
0.5-1,398,False,-0.1629644620992805,supported
0.5-1,399,False,-0.18686466212017622,supported
0.5-1,400,False,-0.18528181741459715,supported
0.5-1,401,False,-0.21752442234429464,supported
0.5-1,402,False,-0.13872252600591373,supported
0.5-1,403,False,-0.14319005091561243,supported
0.5-1,404,False,-0.15950837146416297,supported
0.5-1,405,False,-0.13812594515106158,supported
0.5-1,406,False,-0.14522059313569913,supported
0.5-1,407,False,-0.19227957104413268,supported
0.5-1,408,False,-0.13680109027123666,supported
0.5-1,409,False,-0.19988606998768554,supported
0.5-1,410,False,-0.18792666302473893,supported
0.5-1,411,False,-0.17570404194436773,supported
0.5-1,412,False,-0.10455337972531853,supported
0.5-1,413,False,-0.08750306864064139,supported
0.5-1,414,False,-0.09196403506177742,supported
0.5-1,415,False,-0.09348212954621649,supported
0.5-1,416,False,-0.16211141266979134,supported
0.5-1,417,False,-0.15570765218202087,supported
0.5-1,418,False,-0.16192793712489295,supported
0.5-1,419,False,-0.20355648459639225,supported
0.5-1,420,False,-0.163407589275265,supported
0.5-1,421,False,-0.16184603991587954,supported
0.5-1,422,False,-0.17022693062748329,supported
0.5-1,423,False,-0.1323940262706813,supported
0.5-1,424,False,-0.17987034367056343,supported
0.5-1,425,False,-0.17344796322403078,supported
0.5-1,426,False,-0.1356616450383904,supported
0.5-1,427,False,-0.17935479143631594,supported
0.5-1,428,False,-0.18700181282376754,supported
0.5-1,429,False,-0.17046362970128048,supported
0.5-1,430,False,-0.10145648749138647,supported
0.5-1,431,False,-0.125427703820703,supported
0.5-1,432,False,-0.16225014909008972,supported
0.5-1,433,False,-0.12297873345695698,supported
0.5-1,434,False,-0.06900267310751496,supported
0.5-1,435,False,-0.1880904194069875,supported
0.5-1,436,False,-0.09708112177340911,supported
0.5-1,437,False,-0.16329160068839677,supported
0.5-1,438,False,-0.1617263669747837,supported
0.5-1,439,False,-0.14181104717942528,supported
0.5-1,440,False,-0.23610640293874774,supported
0.5-1,441,False,-0.21909176747185355,supported
0.5-1,442,False,-0.21775517765780605,supported
0.5-1,443,False,-0.21000592873049345,supported
0.5-1,444,False,-0.019518646187906774,moderate
0.5-1,445,False,-0.06007800301564259,moderate
0.5-1,446,False,-0.13352729196473678,supported
0.5-1,447,False,-0.2744728488613235,supported
0.5-1,448,False,-0.31997607549664625,supported
0.5-1,449,False,-0.23696150742781158,supported
0.5-1,450,False,-0.22492415746603384,supported
0.5-1,451,False,-0.26126367932972816,supported
0.5-1,452,False,-0.2565330153392566,supported
0.5-1,453,False,-0.26515587824771236,supported
0.5-1,454,False,-0.25853061537416366,supported
0.5-1,455,False,-0.23017005748740632,supported
0.5-1,456,False,-0.3195814285651162,supported
0.5-1,457,False,-0.24652133506405738,supported
0.5-1,458,False,-0.25418463111206085,supported
0.5-1,459,False,-0.25616723217625864,supported
0.5-1,460,False,-0.18102127177471583,supported
0.5-1,461,False,-0.28947674954431024,supported
0.5-1,462,False,-0.3023054260306797,supported
0.5-1,463,False,-0.2477259243135389,supported
0.5-1,464,False,-0.22237792820194563,supported
0.5-1,465,False,-0.204642527392486,supported
0.5-1,466,False,-0.224766845077345,supported
0.5-1,467,False,-0.21228945681907274,supported
0.5-1,468,False,-0.24991371821984626,supported
0.5-1,469,False,-0.24129076685125428,supported
0.5-1,470,False,-0.28847977888036425,supported
0.5-1,471,False,-0.30018806404846043,supported
0.5-1,472,False,-0.3093609682762035,supported
0.5-1,473,False,-0.25807852094439876,supported
0.5-1,474,False,-0.3103262836235846,supported
0.5-1,475,False,-0.11856802726762927,supported
0.5-1,476,False,-0.27101018233379554,supported
0.5-1,477,False,-0.27091142485210945,supported
0.5-1,478,False,-0.25471021192442467,supported
0.5-1,479,False,-0.2568493944626947,supported
0.5-1,480,False,-0.3168767571043631,supported
0.5-1,481,False,-0.25229389739333313,supported
0.5-1,482,False,-0.28972099070117147,supported
0.5-1,483,False,-0.2556623589447004,supported
0.5-1,484,False,-0.26113807424739865,supported
0.5-1,485,False,-0.2913127000150246,supported
0.5-1,486,False,-0.3079297058831773,supported
0.5-1,487,False,-0.2925856312030854,supported
0.5-1,488,False,-0.22850944157080172,supported
0.5-1,489,False,-0.22247097248712472,supported
0.5-1,490,False,-0.22782626871323225,supported
0.5-1,491,False,-0.21889779030758527,supported
0.5-1,492,False,-0.2940874639235414,supported
0.5-1,493,False,-0.2791055341701902,supported
0.5-1,494,False,-0.2951924723998287,supported
0.5-1,495,False,-0.3133337839290489,supported
0.5-1,496,False,-0.2972092165290566,supported
0.5-1,497,False,-0.1085579293197586,supported
0.5-1,498,False,-0.3195761409904913,supported
0.5-1,499,False,-0.30308860999880555,supported
0.5-1,500,False,-0.2665368239122757,supported
0.5-1,501,False,-0.27768061349025613,supported
0.5-1,502,False,-0.1527566948046818,supported
0.5-1,503,False,-0.26414192305688994,supported
0.5-1,504,False,-0.30176890030873715,supported
0.5-1,505,False,-0.21485344827066555,supported
0.5-1,506,False,-0.3126856956823836,supported
0.5-1,507,False,-0.2707688677999679,supported
0.5-1,508,False,-0.262358309780728,supported
0.5-1,509,False,-0.2941660212589792,supported
0.5-1,510,False,-0.31225478874309054,supported
0.5-1,511,False,-0.3024706496338386,supported
0.5-1,512,False,-0.2192172151171587,supported
0.5-1,513,False,-0.21667213345891,supported
0.5-1,514,False,-0.2312291078995104,supported
0.5-1,515,False,-0.21637312160629557,supported
0.5-1,516,False,-0.2834994999546942,supported
0.5-1,517,False,-0.26715770996854427,supported
0.5-1,518,False,-0.29509816102422115,supported
0.5-1,519,False,-0.3078890842903727,supported
0.5-1,520,False,-0.3047639688332745,supported
0.5-1,521,False,-0.30674892752826005,supported
0.5-1,522,False,-0.3064963990486743,supported
0.5-1,523,False,-0.23049325949583788,supported
0.5-1,524,False,-0.3085570443121945,supported
0.5-1,525,False,-0.270993130939339,supported
0.5-1,526,False,-0.2731364753879228,supported
0.5-1,527,False,-0.2512987471360286,supported
0.5-1,528,False,-0.3098814839621489,supported
0.5-1,529,False,-0.2595373824988915,supported
0.5-1,530,False,-0.31431922091693587,supported
0.5-1,531,False,-0.2791317230703553,supported
0.5-1,532,False,-0.2562061851427675,supported
0.5-1,533,False,-0.298656664503703,supported
0.5-1,534,False,-0.3088123554624233,supported
0.5-1,535,False,-0.30154031515103397,supported
0.5-1,536,False,-0.23227727550142918,supported
0.5-1,537,False,-0.2158443460847967,supported
0.5-1,538,False,-0.23171734771687097,supported
0.5-1,539,False,-0.21738378131865344,supported
0.5-1,540,False,-0.29994186122230815,supported
0.5-1,541,False,-0.2907118783850273,supported
0.5-1,542,False,-0.29076882539813764,supported
0.5-1,543,False,-0.3034472631364088,supported
0.5-1,544,False,-0.2907719356458984,supported
0.5-1,545,False,-0.29543634083795445,supported
0.5-1,546,False,-0.2727094572376025,supported
0.5-1,547,False,-0.3119890635129688,supported
0.5-1,548,False,-0.3071302067518242,supported
0.5-1,549,False,-0.2949203774428552,supported
0.5-1,550,False,-0.2522792856575404,supported
0.5-1,551,False,-0.260243015877743,supported
0.5-1,552,False,-0.31145491979110346,supported
0.5-1,553,False,-0.19927838667124875,supported
0.5-1,554,False,-0.2741293738933389,supported
0.5-1,555,False,-0.2759545783986828,supported
0.5-1,556,False,-0.203377266260113,supported
0.5-1,557,False,-0.29412959439024894,supported
0.5-1,558,False,-0.3022968320166363,supported
0.5-1,559,False,-0.29415650160251433,supported
0.5-1,560,False,-0.22346306806842947,supported
0.5-1,561,False,-0.19646460344424638,supported
0.5-1,562,False,-0.20829550751228737,supported
0.5-1,563,False,-0.21193504604929309,supported
0.5-1,564,False,-0.28905404214816866,supported
0.5-1,565,False,-0.2525146677115157,supported
0.5-1,566,False,-0.21355884562702915,supported
0.5-1,567,False,-0.3043638084648886,supported
0.5-1,568,False,-0.25305060102508353,supported
0.5-1,569,False,-0.23428361005520426,supported
0.5-1,570,False,-0.26391384669885803,supported
0.5-1,571,False,-0.24355581175370727,supported
0.5-1,572,False,-0.21468556686943335,supported
0.5-1,573,False,-0.3004958682751031,supported
0.5-1,574,False,-0.14975189925191945,supported
0.5-1,575,False,-0.17324088091299206,supported
0.5-1,576,False,-0.2792439578361439,supported
0.5-1,577,False,-0.15282093573441347,supported
0.5-1,578,False,-0.23623939468922406,supported
0.5-1,579,False,-0.28132880547660727,supported
0.5-1,580,False,-0.15218115038758162,supported
0.5-1,581,False,-0.2787752961812815,supported
0.5-1,582,False,-0.17930003917095538,supported
0.5-1,583,False,-0.301269066122643,supported
0.5-1,584,False,-0.1958141931221829,supported
0.5-1,585,False,-0.1660398932266397,supported
0.5-1,586,False,-0.1782655904939645,supported
0.5-1,587,False,-0.18347513515201785,supported
0.5-1,588,False,-0.26656900464444133,supported
0.5-1,589,False,-0.301631753349631,supported
0.5-1,590,False,-0.21999757519111873,supported
0.5-1,591,False,-0.27022972922229405,supported
0.5-1,592,False,-0.1287460154478759,supported
0.5-1,593,False,-0.2460647312250328,supported
0.5-1,594,False,-0.21105986486078487,supported
0.5-1,595,False,-0.2000245271425043,supported
0.5-1,596,False,-0.20086734010675983,supported
0.5-1,597,False,-0.2680541728074161,supported
0.5-1,598,False,-0.16214561066878175,supported
0.5-1,599,False,-0.13038461909274213,supported
0.5-1,600,False,-0.18425023503769955,supported
0.5-1,601,False,-0.14350315101754862,supported
0.5-1,602,False,-0.19447544774708575,supported
0.5-1,603,False,-0.21362966318227888,supported
0.5-1,604,False,-0.15916467289821234,supported
