node_id,degree,peak_local_diameter_original_voxels,robust_local_diameter_original_voxels,incident_edge_diameter_contrast,node_to_strut_diameter_ratio,incident_edge_count_with_diameter
31,3,72.44308471679688,54.25864028930664,0.10245298858646323,1.0287593960082746,3
32,4,60.39867401123047,41.569217681884766,0.1582133490618396,0.9486832236763352,3
33,3,65.96968841552734,48.0,1.0365786841655638,1.3093073119648613,3
34,3,66.45298767089844,48.0,0.06245307290380707,1.0612381183913313,2
35,3,72.44308471679688,56.0,0.2553278706446251,1.1067971676369697,3
36,4,68.818603515625,49.315311431884766,1.337652466239476,1.6912275150431857,2
37,4,60.39867401123047,40.79215621948242,0.55278639793396,1.0198039054870605,3
38,4,66.45298767089844,48.66210174560547,0.08658170828806741,0.9567091458559663,2
39,3,56.56854248046875,40.0,0.3395186185836792,1.0,3
40,5,70.19971466064453,50.59644317626953,0.37589961753764206,0.9749638699384308,4
41,3,72.88346862792969,56.0,1.061252476211084,1.6977494162855324,3
42,3,70.19971466064453,50.59644317626953,0.13825981078229643,0.9812232467992794,2
43,3,72.44308471679688,56.0,,2.3333333333333335,1
44,5,64.49806213378906,48.0,1.3237898785861526,2.683281533603256,3
45,3,73.75635528564453,54.25864028930664,0.15384615384615385,1.043435390178974,2
46,3,64.9923095703125,48.0,,1.1547005855950392,1
47,3,72.44308471679688,56.0,0.12785276354719768,1.0710678120135344,3
48,3,75.89466094970703,56.56854248046875,,1.0101525442940849,1
49,3,65.96968841552734,48.66210174560547,,1.0137937863667805,1
50,3,64.0,43.08131790161133,0.2,1.0770329475402831,3
51,3,65.96968841552734,48.66210174560547,1.8695113548725955,2.7202941458397065,3
52,3,74.18894958496094,56.56854248046875,0.059925107034427647,1.040419293963046,2
53,3,67.88224792480469,49.315311431884766,0.09744374583642915,1.0134233759506346,3
54,3,64.49806213378906,48.0,0.14359358012827325,1.0717967900641365,2
55,3,66.45298767089844,48.0,0.027402321497599285,1.0,3
56,3,60.39867401123047,41.569217681884766,0.18181818181818182,0.9447549473155629,2
57,5,56.56854248046875,40.0,1.483854120644701,1.317049823768646,4
58,3,72.0,56.0,0.45029647235536563,3.17728360345244,2
59,3,70.19971466064453,49.315311431884766,0.13517188061748922,1.0203649732688909,3
60,3,64.49806213378906,48.0,0.5354923804601034,1.0,3
61,3,64.9923095703125,48.0,0.06702426014823114,1.0335121300741155,2
62,3,67.88224792480469,48.66210174560547,0.7778389558045037,1.0960901011417994,3
63,3,62.992061614990234,43.08131790161133,0.10800638839464256,0.9459968058026788,2
64,3,72.0,56.0,0.010526698005569293,1.0052633490027847,2
65,3,72.0,51.22499465942383,0.09595322594344001,0.9823474360569698,3
66,5,70.19971466064453,51.22499465942383,0.9402951288749136,1.052667123323538,5
67,3,72.0,51.22499465942383,,0.9823474360569698,1
68,3,72.0,51.22499465942383,0.6902318328771743,0.9712406039917254,3
69,5,70.19971466064453,51.22499465942383,1.2495353079821636,1.698936758979856,2
70,3,72.0,56.0,0.07128366434162091,1.0356418321708105,2
71,3,66.45298767089844,48.0,1.0102394096036396,1.4846408855945408,2
72,3,68.3520278930664,48.66210174560547,0.0,1.0137937863667805,2
73,3,66.45298767089844,48.66210174560547,0.02703195237278585,1.000091373692334,2
74,4,68.818603515625,49.315311431884766,0.7821743786334991,1.0274023214975994,3
75,3,64.9923095703125,48.66210174560547,,1.258291555430174,1
76,3,68.3520278930664,48.66210174560547,0.6218112083915325,1.0,3
77,3,65.96968841552734,48.0,1.3300464068256372,1.6650232034128185,2
78,7,68.818603515625,50.59644317626953,2.8867513977602113,3.651483826519779,5
79,3,60.39867401123047,40.79215621948242,0.1961161346057795,1.0,3
80,3,65.96968841552734,48.66210174560547,0.7642977436383566,1.0137937863667805,3
81,3,64.49806213378906,48.0,0.013606106638525147,0.9863938933614749,3
82,3,70.19971466064453,50.59644317626953,0.013699303732252434,1.04687239905933,2
83,4,70.19971466064453,51.22499465942383,1.435248622727239,1.8080866427937143,2
84,3,56.56854248046875,40.0,0.5669761325498028,0.9901951345706083,3
85,7,65.96968841552734,48.66210174560547,1.4638994410972475,1.780910588700231,6
86,3,66.45298767089844,48.0,0.0,1.0,2
87,3,66.45298767089844,48.0,,,0
88,5,64.49806213378906,48.0,0.9171572923660278,1.2,4
89,3,64.0,48.0,0.0,1.0,2
90,3,64.0,48.0,0.1748560872372964,1.0950863476576222,2
91,6,64.49806213378906,48.0,1.4924085934956868,2.0,4
92,4,67.88224792480469,48.66210174560547,0.9117051516445542,1.2093206154657645,3
93,6,65.96968841552734,48.0,0.7113248705863953,1.0,4
94,3,56.0,40.0,0.0,1.0,3
95,3,56.56854248046875,40.0,0.09109773722273941,0.9544511313886302,2
96,3,64.49806213378906,48.0,0.0,1.2,2
97,6,65.96968841552734,48.0,1.4717401274108246,1.8424029785405882,4
98,3,58.78775405883789,40.0,,3.5355339664408243,1
99,3,65.96968841552734,45.95650100708008,,0.9574271043141683,1
100,4,58.78775405883789,40.79215621948242,,1.0198039054870605,1
101,3,58.78775405883789,40.0,0.0,1.0,2
102,3,56.0,40.0,0.0,1.0,2
103,4,57.13142776489258,40.0,0.1678404698724863,0.9160797650637569,2
104,3,60.39867401123047,41.569217681884766,,1.0392304420471192,1
105,3,58.78775405883789,40.79215621948242,,1.0198039054870605,1
106,4,58.78775405883789,40.79215621948242,0.7171572923660279,1.0198039054870605,3
107,3,56.0,40.0,0.0,1.0,2
108,4,58.78775405883789,40.79215621948242,0.1678404698724863,0.9342217221496881,2
109,3,58.78775405883789,41.569217681884766,1.9726618798449964,1.925090570513079,3
110,3,62.992061614990234,43.08131790161133,0.83669414076868,0.9831920306967046,3
111,3,49.315311431884766,32.0,3.954655385022847,2.8284271731526593,3
112,3,58.24087905883789,40.79215621948242,3.3296442565473456,2.9869365055406334,3
113,3,64.49806213378906,46.647613525390625,0.9241393470831055,0.9586025233610719,3
114,3,57.13142776489258,40.79215621948242,1.0768016954215982,1.2896008486454307,2
115,4,66.45298767089844,48.66210174560547,2.5612883445329437,2.7202941458397065,3
116,4,58.24087905883789,40.0,5.0877259807491555,4.142135665257136,3
117,4,70.19971466064453,50.59644317626953,1.0775780307775729,1.279026957937629,4
118,4,66.45298767089844,48.66210174560547,1.134976399328553,1.4414595802041883,4
119,3,66.45298767089844,49.315311431884766,0.9269989924243491,2.1023098174279102,2
120,3,68.818603515625,51.22499465942383,1.358916136990248,1.7003217062051985,2
121,3,64.9923095703125,48.66210174560547,0.14525836916073978,0.9273708154196301,2
122,3,49.315311431884766,32.0,,1.0,1
123,3,72.0,53.06599807739258,1.0525425395901675,1.8407524606483054,2
124,4,49.315311431884766,32.98484420776367,0.44948974298954053,2.6209530501109053,3
125,3,65.96968841552734,48.66210174560547,,0.8645772730698473,1
126,3,70.19971466064453,50.59644317626953,0.15384615384615385,0.9730085226205679,2
127,4,64.49806213378906,45.95650100708008,1.7559830745061238,1.9148542086283367,3
128,4,50.59644317626953,32.98484420776367,3.038304499363555,2.5482193284001764,3
129,3,70.19971466064453,49.315311431884766,0.8205108856130539,0.9936738740367421,3
130,5,64.49806213378906,48.0,0.7572829029280959,0.9467089708017277,4
131,3,70.19971466064453,49.315311431884766,0.08906515417870445,0.9198473096412605,2
132,4,68.3520278930664,50.59644317626953,0.2540333396891693,3.187684510883876,2
133,3,72.0,50.59644317626953,,2.236068042884925,1
134,3,70.19971466064453,51.22499465942383,0.09483315578062546,0.9545214382899553,3
135,3,72.88346862792969,51.22499465942383,0.07001577906585767,0.9372395202172881,2
136,3,70.19971466064453,51.22499465942383,0.7238691588697131,1.052667123323538,3
137,3,72.44308471679688,50.59644317626953,0.8873838272859484,1.2912773189780666,2
138,3,66.45298767089844,48.66210174560547,,0.93319855279174,1
139,5,56.56854248046875,40.0,3.9833091733544586,3.5355339664408243,5
140,4,65.96968841552734,48.66210174560547,0.112909586412069,2.909340498079884,3
141,3,67.88224792480469,49.315311431884766,0.8767987925792684,1.3847754336155593,2
142,3,72.0,51.22499465942383,,0.9147320474897113,1
143,3,56.56854248046875,40.0,2.2080538868904114,2.5,3
144,3,72.44308471679688,56.0,0.6907142571040562,1.0,3
145,3,74.18894958496094,56.56854248046875,0.0,1.0101525442940849,2
146,3,70.19971466064453,48.66210174560547,,0.9867544243904548,1
147,3,73.32121276855469,56.0,0.020627417172988133,1.0001595445097076,2
148,4,72.44308471679688,51.22499465942383,0.010152544294084822,0.9147320474897113,3
149,4,62.992061614990234,45.95650100708008,1.3548836358151901,1.6671590244821521,4
150,3,72.0,50.59644317626953,,0.987729593973932,1
151,3,72.88346862792969,56.0,0.0,1.1507928755883874,2
152,3,72.44308471679688,56.0,0.08906515417870445,1.0445325770893523,2
153,3,73.75635528564453,56.56854248046875,,1.0600146052104116,1
154,3,62.992061614990234,43.817806243896484,3.3011628399996864,3.872983557755471,3
155,3,74.18894958496094,56.56854248046875,0.9819116799858516,1.490955839992926,2
156,3,74.18894958496094,57.13142776489258,0.005063420496824015,1.0176212061377463,2
157,4,62.992061614990234,43.08131790161133,2.0121775397589463,2.056949881887349,3
158,3,73.75635528564453,56.56854248046875,,1.1624763512311156,1
159,4,66.45298767089844,49.315311431884766,1.070837417818229,1.3521366394320606,2
160,3,75.89466094970703,57.13142776489258,0.6580669267665865,1.0310002715412048,3
161,3,57.13142776489258,40.0,2.2730805569058306,2.23606794466938,3
162,4,68.818603515625,50.59644317626953,0.020899241387900638,0.9037736270750901,2
163,3,70.19971466064453,51.22499465942383,,1.0124228393083785,1
164,4,72.0,54.25864028930664,0.704743119309502,1.1226455727624067,3
165,5,58.78775405883789,40.79215621948242,2.8349872449111273,2.943920349606094,5
166,3,72.44308471679688,56.0,0.7979694945471627,1.0,3
167,3,75.47184753417969,56.56854248046875,0.8207854810996704,1.3897176376249754,2
168,5,73.75635528564453,56.0,1.0675008310205092,1.4244395253949267,4
169,3,72.44308471679688,51.22499465942383,0.15797129534386048,0.9823474360569698,3
170,5,74.18894958496094,56.56854248046875,0.024773411265190858,0.9976400820838967,2
171,3,53.06599807739258,35.7770881652832,0.8392304420471192,0.8944272041320801,3
172,3,72.88346862792969,54.25864028930664,0.010152544294084822,0.9689042908804757,3
173,3,64.9923095703125,48.66210174560547,1.232683178331821,1.6501772999329187,2
174,3,58.24087905883789,40.79215621948242,1.3449890091737045,1.3834376206174002,2
175,3,74.18894958496094,51.22499465942383,,0.8838053176965621,1
176,3,72.88346862792969,56.0,0.7552878233278861,1.377643911663943,2
177,5,66.45298767089844,48.66210174560547,0.8057124316692352,1.0137937863667805,4
178,3,72.44308471679688,56.0,0.6977456979928621,1.093216317001562,3
179,5,64.9923095703125,48.0,0.7979694945471627,0.8571428571428571,5
180,3,73.75635528564453,56.0,0.6856379849570138,1.0,3
181,3,68.818603515625,49.315311431884766,0.043562599675227395,0.8998118395851419,2
182,4,58.24087905883789,40.79215621948242,1.3853794365561622,1.3678370667114066,4
183,3,67.88224792480469,48.66210174560547,0.013699303732252434,1.0068496518661263,2
184,3,72.44308471679688,56.0,,1.483240541111677,1
185,4,70.19971466064453,51.22499465942383,0.6595441066491233,4.2915528736307405,2
186,3,72.44308471679688,54.25864028930664,0.059746989585567796,0.9949689407473269,3
187,3,70.19971466064453,51.22499465942383,,1.0254047656419218,1
188,3,72.0,53.06599807739258,0.0,0.9476071085248675,2
189,3,72.44308471679688,56.0,0.4317736297217912,1.0377647154465797,3
190,3,73.32121276855469,56.0,0.03158681634607903,1.0157934081730395,2
191,3,68.818603515625,49.315311431884766,0.10185823622827121,0.9627196988455373,3
192,3,72.0,54.25864028930664,0.06714878380770574,1.0632993671446274,2
193,3,64.49806213378906,48.0,0.2383645421536583,1.0364554097319214,2
194,3,66.45298767089844,48.66210174560547,1.3717901113470952,1.582814291067087,2
195,3,66.45298767089844,48.66210174560547,,1.0,1
196,3,72.0,49.315311431884766,0.09650228155782646,0.9627196988455373,3
197,3,65.96968841552734,48.66210174560547,1.2454485702989202,1.62272428514946,2
198,5,72.44308471679688,54.25864028930664,,2.6783834992810482,1
199,3,70.19971466064453,50.59644317626953,0.01098937144109403,0.9376286331326855,2
200,3,57.13142776489258,40.79215621948242,0.8690834084021606,1.0408329646809076,3
201,3,72.0,51.22499465942383,0.7757217075671179,1.0456490531471285,3
202,3,64.49806213378906,48.0,0.01736368807224072,0.9021924871927994,2
203,4,64.0,43.817806243896484,0.9259929424485213,0.8885233606284422,3
204,3,72.0,54.25864028930664,,1.0054946857205471,1
205,3,60.39867401123047,40.79215621948242,1.2370257312448822,1.3754714512023496,2
206,4,68.3520278930664,48.66210174560547,0.6905872985455302,1.3274744605242819,2
207,6,56.0,40.0,1.4938543336781513,1.4462960891784842,4
208,3,70.19971466064453,50.59644317626953,0.11924669555891958,0.9777570664149113,2
209,4,66.45298767089844,48.66210174560547,0.7799782819281338,0.9867544243904548,3
210,4,56.0,40.0,3.966528363185806,3.5355339664408243,3
211,3,65.96968841552734,48.66210174560547,0.006689239929717177,0.9966553800351414,2
212,4,72.0,53.66563034057617,1.1871764851019313,1.4639678749898084,4
213,6,66.45298767089844,48.66210174560547,,4.301162839999686,1
214,3,66.45298767089844,48.0,,3.8140470093750647,1
215,3,64.0,48.0,,0.8802009947397077,1
216,5,64.9923095703125,48.0,0.8333333333333334,1.0,5
217,3,64.9923095703125,48.0,,1.8090680186584178,1
218,3,64.49806213378906,48.0,0.9663430177386646,1.4831715088693322,2
219,3,64.9923095703125,48.0,1.0670374747731213,1.5335187373865606,2
220,4,64.9923095703125,48.0,1.4285714285714286,1.7142857142857142,2
221,3,64.9923095703125,48.0,0.0,1.0,2
222,3,64.49806213378906,48.0,0.0,1.0,3
223,3,65.96968841552734,48.0,0.488931614231693,1.2444658071158465,2
224,3,65.96968841552734,48.66210174560547,,2.7202941458397065,1
225,4,57.13142776489258,40.0,1.2110673276430688,1.3204576114952207,4
226,3,64.49806213378906,48.0,,6.0,1
227,3,64.9923095703125,48.0,0.7642977436383566,1.0,3
228,3,64.0,48.0,,0.9100937794441771,1
229,4,57.13142776489258,40.0,0.772108925360813,1.9745304968940824,3
230,3,64.49806213378906,48.0,0.0,1.0,2
231,5,65.96968841552734,48.66210174560547,1.2593511519451641,1.6408382863227229,4
232,3,65.96968841552734,48.0,0.0,1.0,2
233,3,58.24087905883789,40.79215621948242,2.3644154513768614,2.1120830642432353,3
234,3,53.06599807739258,33.941123962402344,0.05458607041420248,0.8093410775711823,2
235,3,60.39867401123047,41.569217681884766,0.013699303732252434,0.8600933960920133,2
236,3,64.49806213378906,48.0,,2.369436596272899,1
237,4,58.24087905883789,40.0,1.8721394153440196,2.0412413780349343,3
238,3,64.49806213378906,48.0,0.5501378575960795,1.0,3
239,4,64.9923095703125,48.0,1.293317942300215,1.551981530760258,4
240,3,64.0,48.0,0.0,1.0,3
241,3,64.49806213378906,48.0,0.5760401765172068,1.2880200882586035,2
242,3,64.49806213378906,48.0,0.5841413509520244,4.247575947143927,2
243,3,62.992061614990234,43.817806243896484,1.435248622727239,1.54663540158197,2
244,3,64.9923095703125,48.0,,0.8571428571428571,1
245,3,64.9923095703125,48.0,0.8135400170907392,0.9370425574299103,3
246,3,62.992061614990234,43.08131790161133,,0.8975274562835693,1
247,3,62.992061614990234,41.569217681884766,,5.196152210235596,1
248,3,62.992061614990234,43.08131790161133,,0.8975274562835693,1
249,4,64.49806213378906,45.95650100708008,0.8333333333333334,0.9574271043141683,3
250,3,61.44916534423828,41.569217681884766,1.280954560026161,1.3887300525199717,3
251,4,57.13142776489258,40.0,5.0,5.0,3
252,3,57.13142776489258,40.0,,0.8333333333333334,1
253,3,61.44916534423828,43.08131790161133,,0.8735890872577384,1
254,3,58.78775405883789,40.79215621948242,1.4144300558498861,1.4929162899503152,2
255,3,51.22499465942383,32.98484420776367,,0.8246211051940918,1
256,3,51.22499465942383,32.98484420776367,1.1248303975160028,1.275767953979851,2
257,3,60.39867401123047,41.569217681884766,0.013699303732252434,0.8600933960920133,2
258,3,60.926185607910156,41.569217681884766,1.4285714285714286,1.4846149172101701,2
259,3,61.44916534423828,41.569217681884766,1.4285714285714286,1.4846149172101701,2
260,3,58.78775405883789,40.79215621948242,1.4285714285714286,1.4568627221243722,2
261,3,58.78775405883789,40.79215621948242,0.9399636940252691,1.0,3
262,5,50.59644317626953,32.98484420776367,5.0,4.123105525970459,5
263,3,53.06599807739258,33.941123962402344,,0.8485280990600585,1
264,3,58.78775405883789,40.79215621948242,,3.6055513469585105,1
265,3,53.06599807739258,33.941123962402344,,0.8320502544602433,1
266,3,58.78775405883789,40.79215621948242,,5.099019527435303,1
267,3,57.13142776489258,40.0,4.142135665257136,4.142135665257136,3
268,3,51.22499465942383,32.98484420776367,0.871819330326356,0.8197190558457004,3
269,3,51.22499465942383,32.98484420776367,1.4285714285714286,1.178030150277274,2
270,4,49.315311431884766,32.0,1.653026508028086,1.3224212064224687,4
271,3,51.22499465942383,33.941123962402344,,0.8485280990600585,1
272,3,51.22499465942383,32.0,1.3387893967887656,1.3224212064224687,2
273,3,51.22499465942383,32.98484420776367,,0.692023807603981,1
274,3,51.22499465942383,32.98484420776367,0.0,0.8246211051940918,2
275,3,53.06599807739258,33.941123962402344,,0.8402083952357171,1
276,3,51.22499465942383,32.98484420776367,0.0,0.8246211051940918,2
277,3,51.22499465942383,33.941123962402344,0.019609730858783526,0.8402083952357171,2
278,3,51.22499465942383,32.98484420776367,,0.8246211051940918,1
279,3,40.79215621948242,25.298221588134766,1.2574233709542633,0.8302259348011928,2
280,3,49.315311431884766,32.98484420776367,0.38605414259207527,2.352710147262244,2
281,3,58.78775405883789,41.569217681884766,1.2495353079821636,1.3786916412844736,2
282,3,58.24087905883789,40.79215621948242,0.3431457338971457,4.224166128486471,2
283,3,58.24087905883789,40.79215621948242,1.9515684874389965,2.280350822908258,3
284,4,64.49806213378906,48.0,0.030154252469899306,0.9343798688777335,2
285,3,64.9923095703125,48.0,0.8341624157110952,0.9671711395281912,3
286,3,64.9923095703125,48.0,0.9121753727808675,0.9798176629351495,3
287,3,64.9923095703125,48.0,1.3277025681582784,1.426158243496405,2
288,3,65.96968841552734,48.66210174560547,0.8488790507898534,1.2377896627719622,2
289,3,66.45298767089844,48.66210174560547,0.6602254254477364,0.8689661026000977,3
290,3,61.44916534423828,40.79215621948242,4.000000084293698,3.6055513469585105,3
291,3,65.96968841552734,48.66210174560547,1.1166312213553857,1.354123442831486,2
292,3,64.9923095703125,48.0,1.038987695685399,1.2893332848664407,2
293,3,65.96968841552734,48.66210174560547,1.122270451936428,1.3191672598181259,3
294,3,64.49806213378906,48.0,0.7576404469353812,0.8571428571428571,3
295,3,65.96968841552734,48.66210174560547,1.2980109627442165,1.574080179820446,3
296,3,66.45298767089844,48.66210174560547,1.3258707821369171,1.520690679550171,3
297,3,60.926185607910156,43.08131790161133,1.6232632653204007,1.9039432845022748,3
298,3,68.818603515625,49.315311431884766,0.0,0.871779778468072,2
299,3,58.24087905883789,40.0,1.435248622727239,1.4118784431819023,2
300,3,57.13142776489258,40.79215621948242,0.0,3.6055513469585105,2
301,4,64.49806213378906,48.0,2.993413968014717,3.2153903359570415,3
302,4,65.96968841552734,48.0,1.0158148175332045,1.2699098272436722,4
303,3,66.45298767089844,48.66210174560547,0.8510017491106122,0.9867544243904548,3
304,3,66.45298767089844,48.66210174560547,1.4145851770993476,1.6256866710858642,3
305,3,64.9923095703125,48.66210174560547,,0.9499679222836802,1
306,3,60.39867401123047,40.79215621948242,1.168033616727322,1.4998487569165024,2
307,3,70.19971466064453,51.22499465942383,2.7961620433395256,3.431424016403384,3
308,3,65.96968841552734,48.66210174560547,0.7561276044164386,0.8689661026000977,3
309,4,64.0,48.0,2.782602984675651,3.514718650677141,3
310,3,69.28203582763672,50.59644317626953,2.5957647264003754,3.1622776985168457,3
311,3,64.49806213378906,48.0,0.9646865486426685,1.3890187327590902,2
312,3,58.24087905883789,40.79215621948242,1.5,1.2747548818588257,2
313,4,64.9923095703125,48.66210174560547,0.13505100926358835,3.0658168492419846,3
314,3,64.0,48.0,1.4490697728183155,1.5874558445147848,3
315,3,64.49806213378906,48.0,1.6843043363291594,2.1213203798644944,3
316,3,64.9923095703125,48.66210174560547,1.2372224485383974,1.358964458561117,2
317,5,56.0,40.0,3.5507420249584944,3.1783725078125538,5
318,3,61.44916534423828,43.08131790161133,0.7734813096288927,0.8623873751506561,3
319,3,64.9923095703125,48.0,1.2065777807217393,1.3742476203093168,2
320,3,64.9923095703125,48.66210174560547,0.6137175869161792,0.9067647475075389,3
321,3,64.0,43.817806243896484,1.276370774000225,1.4013020471042232,2
322,3,50.59644317626953,32.98484420776367,5.0,4.123105525970459,3
323,3,50.59644317626953,32.98484420776367,0.0,2.9154759268576833,2
324,8,64.0,48.0,2.5288390268155303,2.9547852958365763,6
325,3,64.0,47.32863998413086,1.4759767954755363,1.5500815993918073,2
326,5,64.0,48.0,3.434628366896429,3.8140470093750647,5
327,3,64.9923095703125,48.0,1.493103997846392,1.5206880064608241,2
328,4,56.0,40.0,2.7621955543675076,2.674258485425144,4
329,4,64.49806213378906,48.0,1.402348539333712,1.5674196413485715,4
330,3,57.13142776489258,40.0,2.934534476249863,2.8867513977602113,3
331,3,61.44916534423828,41.569217681884766,1.178080586056859,1.357425172293344,2
332,3,57.13142776489258,40.79215621948242,0.8920523850705501,0.838273620665516,3
333,3,60.926185607910156,43.817806243896484,0.770584267302345,0.8885233606284422,3
334,3,58.78775405883789,40.79215621948242,1.2370257312448822,1.3754714512023496,2
335,3,64.0,45.95650100708008,1.2327510625632967,1.3932611207017087,3
336,3,58.78775405883789,41.569217681884766,0.8471271197001139,0.8660253683725992,3
337,3,60.39867401123047,40.79215621948242,1.4285714285714286,1.4568627221243722,2
338,3,57.13142776489258,40.0,1.2370257312448822,1.3487607213520343,2
339,3,58.24087905883789,40.79215621948242,0.798815538485845,0.8498365879058838,3
340,3,57.13142776489258,40.0,0.8333333333333334,0.8333333333333334,3
341,3,57.13142776489258,40.0,1.8524193409124505,1.8524193409124505,3
342,3,58.24087905883789,40.79215621948242,1.2454485702989202,1.3602869618540991,2
343,3,57.13142776489258,40.0,1.4285714285714286,1.4285714285714286,2
344,4,53.06599807739258,33.941123962402344,3.8205859204404042,2.9999999157063018,3
345,3,41.569217681884766,24.0,1.3333333333333333,1.0,2
346,5,35.7770881652832,17.8885440826416,0.0,2.2360680103302,4
347,3,43.817806243896484,25.298221588134766,1.435248622727239,0.8929503427781627,2
348,4,24.0,11.313708305358887,0.0,1.4142135381698608,3
349,3,41.569217681884766,25.298221588134766,3.3549124639444243,2.236068042884925,3
350,3,51.22499465942383,32.98484420776367,2.695388174193253,2.3804761280416145,3
351,4,17.8885440826416,8.0,4.0,1.0,4
352,3,33.941123962402344,17.8885440826416,,0.55901700258255,1
353,3,41.569217681884766,25.298221588134766,4.210698546619671,2.619716647694776,3
354,3,40.0,24.0,3.354723763820376,2.4852813991542813,3
355,3,41.569217681884766,24.0,0.1876726327750761,2.7184910508373856,2
356,3,48.0,32.0,0.3353738011689465,2.3541369869577866,2
357,3,48.66210174560547,32.0,3.914213628723179,2.8284271731526593,3
358,3,50.59644317626953,32.98484420776367,6.0,4.123105525970459,3
359,3,49.315311431884766,32.0,0.3431457338971457,3.3137085322057085,2
360,3,48.66210174560547,32.0,3.358898965825902,2.8284271731526593,3
361,5,27.712812423706055,13.856406211853027,4.610894203186035,1.7320507764816284,5
362,3,41.569217681884766,25.298221588134766,0.0,3.1622776985168457,2
363,3,48.66210174560547,32.0,0.1876726327750761,3.6246547344498476,2
364,3,49.315311431884766,32.0,0.5358983682026388,2.9282032635947224,2
365,5,32.98484420776367,17.8885440826416,5.0,2.2360680103302,5
366,3,48.66210174560547,32.0,5.0,4.0,3
367,3,41.569217681884766,24.0,0.0,3.0,2
368,3,43.08131790161133,25.298221588134766,0.0,3.1622776985168457,2
369,5,27.712812423706055,11.313708305358887,4.099019527435303,1.4142135381698608,5
370,3,43.817806243896484,25.298221588134766,3.5355339664408243,2.236068042884925,3
371,4,41.569217681884766,25.298221588134766,3.5355339664408243,2.236068042884925,3
372,5,34.871192932128906,17.8885440826416,5.0,2.2360680103302,5
373,4,25.298221588134766,8.0,4.049509763717651,1.0,4
374,4,17.8885440826416,8.0,4.0,1.0,4
375,5,29.933259963989258,14.928203582763672,4.0,1.866025447845459,5
376,3,43.08131790161133,25.298221588134766,2.8984445536703456,2.236068042884925,3
377,5,32.98484420776367,17.8885440826416,0.0,2.2360680103302,4
378,5,29.933259963989258,16.0,4.0,2.0,5
379,5,24.0,11.313708305358887,4.0,1.4142135381698608,5
380,5,29.933259963989258,13.856406211853027,0.0,1.7320507764816284,4
381,5,29.933259963989258,14.928203582763672,0.0,1.866025447845459,4
382,5,26.53299903869629,11.313708305358887,4.049509763717651,1.4142135381698608,5
383,5,28.844409942626953,13.856406211853027,4.0,1.7320507764816284,5
384,5,22.627416610717773,11.313708305358887,0.0,1.4142135381698608,4
385,5,28.844409942626953,11.313708305358887,4.0,1.4142135381698608,5
386,5,28.844409942626953,11.313708305358887,4.049509763717651,1.4142135381698608,5
387,5,28.844409942626953,12.585057258605957,4.916079998016357,1.5731321573257446,5
388,5,28.844409942626953,11.313708305358887,4.0,1.4142135381698608,5
389,5,22.627416610717773,11.313708305358887,4.0,1.4142135381698608,5
390,5,22.627416610717773,11.313708305358887,4.0,1.4142135381698608,5
391,5,22.627416610717773,11.313708305358887,4.0,1.4142135381698608,5
392,3,16.0,8.0,4.099019527435303,1.0,3
