edge_id,node_u,node_v,length_original_voxels,valid_sample_count,junction_excluded_fraction,diameter_mean_original_voxels,diameter_median_original_voxels,diameter_std_original_voxels,diameter_min_original_voxels,diameter_max_original_voxels,diameter_iqr_original_voxels,diameter_q10_original_voxels,diameter_q25_original_voxels,diameter_q75_original_voxels,diameter_q90_original_voxels,diameter_coefficient_of_variation,robust_taper,slenderness_length_over_median_diameter,mean_segmentation_disagreement,uncertainty_score,reliable_diameter,assigned_volume_original_voxels_cubed,volume_length_equivalent_diameter_original_voxels
66,24,526,88.0818032049672,13,0.23529411764705882,21.798826217651367,16.0,13.028210639953613,8.0,41.569217681884766,22.627415657043457,8.0,11.313708305358887,33.941123962402344,40.0,0.5976565480232239,1.9289320707321167,5.50511270031045,0.0,0.12605825066566467,True,25088.0,19.04342155868189
67,24,26,8.0,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4672.0,27.26851470332286
68,25,538,103.69629793625796,17,0.19047619047619047,24.72687530517578,25.298221588134766,14.204158782958984,8.0,40.0,32.0,8.0,8.0,40.0,40.0,0.5744421482086182,1.2360678911209106,4.0989560303674875,0.0,0.10564997792243958,True,35584.0,20.902624369671763
69,25,26,9.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,5312.0,26.464656058694164
70,26,30,16.970562748477143,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,7104.0,23.086516826169486
71,27,112,55.31370849898477,10,0.2857142857142857,53.326026916503906,55.12932014465332,3.2764699459075928,48.66210174560547,56.56854248046875,6.207267761230469,48.66210174560547,49.79273223876953,56.0,56.56854248046875,0.06144222989678383,-0.0507582426071167,1.0033446513370314,0.0,0.14895984530448914,True,33728.0,27.86339075954038
72,27,133,17.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,13056.0,30.683398745839103
73,28,29,52.97056274847714,9,0.3076923076923077,56.122371673583984,56.56854248046875,0.7081871628761292,54.25864028930664,56.56854248046875,0.56854248046875,55.65172805786133,56.0,56.56854248046875,56.56854248046875,0.012618624605238438,-0.005025253165513277,0.9363961033071716,0.0,0.15897436439990997,False,32512.0,27.955007238138837
74,28,530,85.16719912809974,11,0.26666666666666666,18.85816192626953,8.0,14.039125442504883,8.0,46.647613525390625,20.0,8.0,8.0,28.0,40.79215621948242,0.7444588541984558,4.099019527435303,10.645899891012467,0.04444444179534912,0.1625244915485382,True,24832.0,19.267471560843827
75,28,666,82.92528739883946,12,0.25,15.844490051269531,9.656854152679443,10.814440727233887,8.0,40.79215621948242,11.740963459014893,8.0,8.0,19.740963459014893,32.216181945800784,0.6825363636016846,2.4156923294067383,8.587194762160776,0.0,0.13273502886295319,True,19200.0,17.16967920620417
76,29,132,16.58505747976789,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,7488.0,23.976152190994323
77,30,406,108.2842712474619,22,0.15384615384615385,40.77762222290039,41.569217681884766,5.502397060394287,22.627416610717773,48.0,3.43564510345459,36.19937934875488,40.198039054870605,43.633684158325195,45.74263153076172,0.13493667542934418,0.04615345597267151,2.6049148212536735,0.0,0.08879399299621582,True,95360.0,33.48540002354422
78,30,32,16.970562748477143,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4352.0,18.069718241475446
79,31,111,74.62741699796952,14,0.2222222222222222,52.2878303527832,52.741817474365234,3.6621904373168945,48.0,56.56854248046875,7.834474563598633,48.0,48.16552543640137,56.0,56.0,0.0700390562415123,-0.014065071940422058,1.414957249704973,0.0,0.12011891603469849,True,46912.0,28.290969375142264
80,31,35,42.62741699796952,6,0.4,50.468013763427734,50.59644317626953,1.5208642482757568,48.66210174560547,53.06599807739258,1.9221696853637695,48.66210174560547,49.145687103271484,51.067856788635254,52.1454963684082,0.03013521060347557,,0.842498292804155,0.0,0.20164966583251953,False,25152.0,27.409228585312935
81,32,128,27.31370849898476,3,0.5714285714285714,47.24763107299805,47.32863998413086,2.7679595947265625,43.817806243896484,50.59644317626953,3.3893184661865234,44.51997299194336,45.57322311401367,48.962541580200195,49.9428825378418,0.05858409404754639,,0.5771074027933817,0.0,0.2868986129760742,False,8960.0,20.437074546211925
82,32,354,40.97056274847714,6,0.4,41.75351333618164,40.39607810974121,2.4448556900024414,40.0,46.647613525390625,2.5090274810791016,40.0,40.0,42.5090274810791,44.86446571350098,0.05855448916554451,,1.0142212973540468,0.0,0.20164966583251953,True,16640.0,22.740277269525656
83,32,34,32.2842712474619,3,0.5714285714285714,43.817806243896484,43.817806243896484,0.0,43.817806243896484,43.817806243896484,0.0,43.817806243896484,43.817806243896484,43.817806243896484,43.817806243896484,0.0,,0.7367842896507142,0.0,0.2868986129760742,False,11456.0,21.255732114582603
84,33,546,80.58214164833183,11,0.26666666666666666,16.15478515625,11.313708305358887,11.091568946838379,8.0,40.79215621948242,12.649110794067383,8.0,8.0,20.649110794067383,32.98484420776367,0.686581015586853,2.0495097637176514,7.122522472155574,0.0,0.14030227065086365,True,27776.0,20.949347864618247
85,33,146,109.25483399593904,21,0.16,51.129337310791016,49.315311431884766,3.12909197807312,48.0,57.13142776489258,4.403896331787109,48.66210174560547,48.66210174560547,53.06599807739258,56.0,0.06119954213500023,-0.006666980218142271,2.2154343311173017,0.0,0.09164357930421829,True,70208.0,28.604082986529324
86,33,464,41.941125496954285,5,0.4444444444444444,36.55020523071289,36.660606384277344,9.883440017700195,22.627416610717773,48.66210174560547,17.112091064453125,25.114213943481445,28.844409942626953,45.95650100708008,47.57986145019531,0.27040722966194153,,1.1440379642749607,0.0,0.22277605533599854,True,53120.0,40.157258122549116
87,34,143,58.241911729260266,10,0.2857142857142857,45.5282096862793,46.64257049560547,2.6799020767211914,40.79215621948242,48.0,4.182193756103516,41.491511535644534,43.817806243896484,48.0,48.0,0.05886245146393776,-0.015729524195194244,1.2486857201566035,0.0,0.14895984530448914,True,33536.0,27.076522047738017
88,34,36,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,3520.0,19.903245441613954
89,35,527,111.41202668879605,21,0.16,33.436912536621094,43.08131790161133,17.986011505126953,8.0,53.66563034057617,38.00160312652588,8.0,11.313708305358887,49.315311431884766,51.22499465942383,0.5379088521003723,0.3692760169506073,2.586086779964292,0.07999999821186066,0.13164357841014862,True,34432.0,19.836732957388648
90,35,40,28.970562748477143,2,0.7142857142857143,56.0,56.0,0.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,0.0,,0.5173314776513775,0.0,0.3557070791721344,False,12672.0,23.59930296605127
91,36,38,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4096.0,21.470024542893245
92,36,539,63.111240456490066,8,0.3333333333333333,13.640985488891602,9.656854152679443,6.7766876220703125,8.0,25.298221588134766,11.073262214660645,8.0,8.0,19.073262214660645,23.42865810394287,0.49678871035575867,0.7240718007087708,6.535382999336163,0.0,0.17071068286895752,True,14656.0,17.195287017436208
93,37,407,77.75517243930366,13,0.23529411764705882,37.732391357421875,40.0,8.53709602355957,16.0,48.0,0.7921562194824219,25.6,40.0,40.79215621948242,45.93435440063477,0.22625377774238586,0.16619034111499786,1.9438793109825916,0.0,0.12605825066566467,True,91200.0,38.644512589497744
94,37,408,35.712812921102035,3,0.5714285714285714,17.73408317565918,17.8885440826416,5.1803083419799805,11.313708305358887,24.0,6.343145847320557,12.62867546081543,14.601126194000244,20.9442720413208,22.77770881652832,0.29211029410362244,,1.9964069046712674,0.2857142686843872,0.4297557473182678,True,12544.0,21.147598312007453
95,37,39,20.970562748477143,1,0.8,40.0,40.0,0.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,0.0,,0.5242640687119285,0.0,0.4399999976158142,False,6784.0,20.295181354121933
96,37,408,14.928203230275509,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,5120.0,20.89711200052393
97,38,149,35.31370849898476,5,0.4444444444444444,49.66490936279297,48.66210174560547,1.9485702514648438,48.0,53.06599807739258,2.5964431762695312,48.0,48.0,50.59644317626953,52.07817611694336,0.03923434764146805,,0.7256922169863704,0.0,0.22277605533599854,False,15872.0,23.922095667133142
98,38,139,35.31370849898476,5,0.4444444444444444,53.2349739074707,53.06599807739258,2.763706684112549,49.315311431884766,56.56854248046875,4.775005340576172,50.07918472290039,51.22499465942383,56.0,56.34112548828125,0.051915243268013,,0.6654677152681175,0.0,0.22277605533599854,False,12544.0,21.26676431485631
99,38,40,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4032.0,21.301629593605778
100,39,149,54.92820323027551,9,0.35714285714285715,44.30835723876953,43.817806243896484,3.695751667022705,40.0,49.315311431884766,7.869945526123047,40.0,40.79215621948242,48.66210174560547,48.79274368286133,0.08340980857610703,0.12546281516551971,1.253558951001264,0.0,0.17380952835083008,True,38080.0,29.710217605434867
101,39,551,111.01000643524273,18,0.18181818181818182,27.819137573242188,30.237061500549316,14.15337085723877,11.313708305358887,48.0,28.686291694641113,11.313708305358887,11.313708305358887,40.0,42.954509353637704,0.50876384973526,0.7342700362205505,3.6713225732343737,0.0,0.10168591141700745,True,39936.0,21.40209449512672
102,40,154,48.97056274847714,8,0.3333333333333333,49.06300354003906,48.66210174560547,0.9065311551094055,48.0,51.22499465942383,0.6532096862792969,48.463471221923825,48.66210174560547,49.315311431884766,49.88821640014648,0.018476879224181175,0.05266712233424187,1.0063388343660995,0.0,0.17071068286895752,True,36800.0,30.93224356860868
103,40,488,62.340229919071554,8,0.3333333333333333,36.24221420288086,36.492422103881836,16.2019100189209,11.313708305358887,56.56854248046875,27.682816982269287,15.916093349456787,23.445802211761475,51.12861919403076,56.56854248046875,0.4470452666282654,-0.06991314142942429,1.708306172213222,0.277777761220932,0.3095995783805847,True,22784.0,21.57177319375642
104,40,42,27.31370849898476,2,0.7142857142857143,55.12931823730469,55.12932014465332,0.8706798553466797,54.25864028930664,56.0,0.8706798553466797,54.432776260375974,54.69398021697998,55.56466007232666,55.82586402893067,0.015793409198522568,,0.4954479472505115,0.0,0.3557070791721344,False,15744.0,27.09082711623282
105,41,546,87.88225099390857,14,0.2222222222222222,23.65791893005371,13.656854152679443,18.338560104370117,8.0,56.56854248046875,30.0,8.0,8.0,38.0,53.398591995239265,0.775155246257782,1.343145728111267,6.435028888162086,0.0,0.12011891603469849,True,31168.0,21.25000031214727
106,41,151,74.62741699796952,14,0.2222222222222222,49.76535415649414,48.66210174560547,2.386448383331299,48.0,56.56854248046875,1.614058494567871,48.0,48.66210174560547,50.27616024017334,52.74487419128418,0.047954011708498,0.0134233757853508,1.5335839250861971,0.0,0.12011891603469849,True,32640.0,23.598311486479727
